region,species,cu_id,cu_name,stream_name,stream_id,stream_lat,stream_long,Strata,Site,year,fry_density_number_per_100m2,method,data_source
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1988,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1990,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1991,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1992,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1993,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1994,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1995,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1996,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1997,2,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1998,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,1999,0,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,2000,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,2001,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,2002,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,2003,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,2004,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC324,2005,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1988,21,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1990,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1991,12,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1992,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1993,12,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1994,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1995,18,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1996,2,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1997,0,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1998,8,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,1999,3,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,2000,16,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,2001,18,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,2002,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,2003,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,2004,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC369,2005,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1988,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1990,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1991,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1992,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1993,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1994,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1995,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1996,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1997,2,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1998,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,1999,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,2000,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,2001,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,2002,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,2003,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,2004,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC556,2005,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1988,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1990,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1991,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1992,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1993,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1994,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1995,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1996,12,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1997,4,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1998,3,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,1999,8,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,2000,0,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,2001,9,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,2002,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,2003,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,2004,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
central coast ,SH,683,Transition Summer,Bella Coola River,9853,52.42317066,-126.4367711,G,BC518,2005,NA,"electrofishing, weighted usable area (WUA) adjusted","Ptolemy et al. 2006 ""Results of Steelhead Stock Monitoring (1988-2006) in the Bella Coola River and Implications for Population Recovery"" Appendix 6 "
