Date,Species,10th Percentile,90th Percentile,Minimum,Maximum,Mean,56-'59 AVERAGE,60-'69 AVERAGE,70-'79 AVERAGE,80-'89 AVERAGE,90-'99 AVERAGE,2000-2009 AVERAGE,2010-2020 AVERAGE,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Current Year
11-Sep,Sockeye,721.45,"1,972.07",359.69,"2,996.05","1,340.88",850.72,838.87,"1,426.52","1,605.91","1,230.57","1,937.20","1,303.77",736.54,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.04",725.22,"1,869.33","1,968.36","1,269.90",718.94,877.21,"2,996.05","2,468.21","1,557.81","1,550.33","1,337.14",920.22,"2,957.61","1,555.34","2,338.38","1,276.77",  471.09,"  2,256.71","  1,799.73",  471.09,"  2,542.22","  1,310.42","  1,373.75",  999.55,"  1,382.22",  646.05,"  1,084.59",871.86,
12-Sep,Sockeye,721.64,"1,972.45",359.69,"2,996.51","1,341.01",850.72,838.87,"1,426.52","1,605.91","1,231.00","1,937.60","1,304.36",736.54,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.04",725.22,"1,869.33","1,969.31","1,269.90",719.26,877.65,"2,996.51","2,468.21","1,557.81","1,550.68","1,337.14",920.22,"2,958.38","1,555.34","2,338.76","1,276.77",  471.09,"  2,256.71","  1,800.25",  471.09,"  2,543.01","  1,312.76","  1,375.63",  999.56,"  1,382.61",  646.05,"  1,084.59",875.01,
13-Sep,Sockeye,721.92,"1,972.64",359.69,"2,996.96","1,341.27",851.18,838.87,"1,426.52","1,605.91","1,231.61","1,939.67","1,304.99",737.00,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,969.78","1,269.90",719.72,878.56,"2,996.96","2,468.21","1,557.81","1,551.39","1,337.14",920.22,"2,967.58","1,555.34","2,338.76","1,276.77",  471.09,"  2,256.71","  1,800.25",  471.09,"  2,544.56","  1,313.55","  1,376.41","  1,003.31","  1,382.61",  646.05,"  1,084.59",876.19,
14-Sep,Sockeye,723.24,"1,972.83",359.69,"2,996.96","1,341.36",851.18,838.87,"1,426.52","1,605.91","1,232.39","1,940.07","1,305.61",737.00,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,970.26","1,269.90",721.92,879.00,"2,996.96","2,468.21","1,557.81","1,551.75","1,337.14",920.22,"2,968.85","1,555.34","2,339.14","1,276.77",  471.09,"  2,256.71","  1,800.63",  471.09,"  2,544.56","  1,314.73","  1,376.80","  1,007.04","  1,383.00",  646.44,"  1,084.98",876.19,
15-Sep,Sockeye,723.24,"1,973.21",359.69,"2,996.96","1,341.39",851.18,838.87,"1,426.52","1,605.91","1,232.75","1,940.07","1,306.06",737.00,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",721.92,879.47,"2,996.96","2,468.21","1,557.81","1,551.75","1,337.14",920.22,"2,968.85","1,555.34","2,339.14","1,276.77",  471.09,"  2,256.71","  1,800.63",  471.09,"  2,544.56","  1,315.52","  1,377.19","  1,010.04","  1,383.00",  646.44,"  1,085.77",876.19,
16-Sep,Sockeye,723.24,"1,973.21",359.69,"2,996.96","1,341.39",851.18,838.87,"1,426.52","1,605.91","1,232.75","1,940.07","1,306.27",737.00,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",721.92,879.47,"2,996.96","2,468.21","1,557.81","1,551.75","1,337.14",920.22,"2,968.85","1,555.34","2,339.14","1,276.77",  471.09,"  2,257.85","  1,800.63",  471.09,"  2,544.56","  1,315.52","  1,377.58","  1,010.78","  1,383.00",  646.44,"  1,085.77",876.19,
17-Sep,Sockeye,723.52,"1,973.21",359.69,"2,996.96","1,341.43",851.71,838.87,"1,426.52","1,605.91","1,232.91","1,940.17","1,306.40",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",722.39,879.47,"2,996.96","2,468.21","1,557.81","1,551.75","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.09,"  2,258.94","  1,800.63",  471.09,"  2,544.56","  1,315.52","  1,377.97","  1,010.78","  1,383.00",  646.44,"  1,085.77",876.98,
18-Sep,Sockeye,723.52,"1,973.21",359.69,"2,996.96","1,341.43",851.71,838.87,"1,426.52","1,605.91","1,232.91","1,940.17","1,306.60",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",722.39,879.47,"2,996.96","2,468.21","1,557.81","1,551.75","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.09,"  2,259.32","  1,800.63",  471.09,"  2,544.57","  1,315.91","  1,378.36","  1,011.54","  1,383.00",  646.44,"  1,085.77",876.98,
19-Sep,Sockeye,723.52,"1,973.21",359.69,"2,996.96","1,341.43",851.71,838.87,"1,426.52","1,605.91","1,232.91","1,940.17","1,306.77",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",722.39,879.47,"2,996.96","2,468.21","1,557.81","1,551.75","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.09,"  2,259.32","  1,800.64",  471.09,"  2,544.58","  1,315.91","  1,379.14","  1,011.92","  1,383.39",  646.44,"  1,085.77",876.98,
20-Sep,Sockeye,723.80,"1,973.21",359.69,"2,996.96","1,341.44",851.71,838.87,"1,426.52","1,605.91","1,233.17","1,940.17","1,306.77",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",722.86,879.79,"2,996.96","2,468.21","1,557.81","1,551.75","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.09,"  2,259.32","  1,800.65",  471.09,"  2,544.59","  1,315.91","  1,379.15","  1,011.92","  1,383.39",  646.44,"  1,085.77",876.98,
21-Sep,Sockeye,723.80,"1,973.21",359.69,"2,996.96","1,341.45",851.71,838.87,"1,426.52","1,605.91","1,233.32","1,940.23","1,306.82",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",722.86,880.10,"2,996.96","2,468.21","1,557.81","1,552.01","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.09,"  2,259.32","  1,800.66",  471.09,"  2,544.60","  1,315.91","  1,379.16","  1,011.93","  1,383.78",  646.44,"  1,085.77",876.98,
22-Sep,Sockeye,723.80,"1,973.21",359.69,"2,996.96","1,341.45",851.71,838.87,"1,426.52","1,605.91","1,233.32","1,940.23","1,306.82",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",722.86,880.10,"2,996.96","2,468.21","1,557.81","1,552.01","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.10,"  2,259.32","  1,800.67",  471.10,"  2,544.61","  1,315.91","  1,379.17","  1,011.94","  1,383.79",  646.44,"  1,085.77",876.98,
23-Sep,Sockeye,724.10,"1,973.21",359.69,"2,996.96","1,341.46",851.71,838.87,"1,426.52","1,605.91","1,233.57","1,940.23","1,306.82",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",723.34,880.10,"2,996.96","2,468.21","1,557.81","1,552.01","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.11,"  2,259.32","  1,800.68",  471.11,"  2,544.62","  1,315.91","  1,379.18","  1,011.95","  1,383.80",  646.44,"  1,085.77",876.98,
24-Sep,Sockeye,724.10,"1,973.21",359.69,"2,996.96","1,341.46",851.71,838.87,"1,426.52","1,605.91","1,233.57","1,940.23","1,306.82",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",723.34,880.10,"2,996.96","2,468.21","1,557.81","1,552.01","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.12,"  2,259.32","  1,800.69",  471.12,"  2,544.63","  1,315.91","  1,379.19","  1,011.96","  1,383.81",  646.44,"  1,085.77",876.98,
25-Sep,Sockeye,724.10,"1,973.21",359.69,"2,996.96","1,341.46",851.71,838.87,"1,426.52","1,605.91","1,233.57","1,940.23","1,306.82",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",723.34,880.10,"2,996.96","2,468.21","1,557.81","1,552.01","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.13,"  2,259.33","  1,800.70",  471.13,"  2,544.64","  1,315.92","  1,379.20","  1,011.97","  1,383.82",  646.45,"  1,085.78",876.98,
26-Sep,Sockeye,724.10,"1,973.21",359.69,"2,996.96","1,341.46",851.71,838.87,"1,426.52","1,605.91","1,233.57","1,940.23","1,306.82",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",723.34,880.10,"2,996.96","2,468.21","1,557.81","1,552.01","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.14,"  2,259.34","  1,800.71",  471.14,"  2,544.65","  1,315.93","  1,379.21","  1,011.98","  1,383.83",  646.46,"  1,085.79",876.98,
27-Sep,Sockeye,724.10,"1,973.21",359.69,"2,996.96","1,341.46",851.71,838.87,"1,426.52","1,605.91","1,233.57","1,940.23","1,306.82",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",723.34,880.10,"2,996.96","2,468.21","1,557.81","1,552.01","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.15,"  2,259.35","  1,800.72",  471.15,"  2,544.66","  1,315.94","  1,379.22","  1,011.99","  1,383.84",  646.47,"  1,085.80",876.98,
28-Sep,Sockeye,724.10,"1,973.21",359.69,"2,997.41","1,341.47",851.71,838.87,"1,426.52","1,605.91","1,233.57","1,940.38","1,306.82",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",723.34,880.10,"2,997.41","2,468.21","1,557.81","1,552.01","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.16,"  2,259.36","  1,800.73",  471.16,"  2,544.67","  1,315.95","  1,379.23","  1,011.100","  1,383.85",  646.48,"  1,085.81",876.98,
29-Sep,Sockeye,724.10,"1,973.21",359.69,"2,997.41","1,341.47",851.71,838.87,"1,426.52","1,605.91","1,233.57","1,940.38","1,306.82",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",723.34,880.10,"2,997.41","2,468.21","1,557.81","1,552.01","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.17,"  2,259.37","  1,800.74",  471.17,"  2,544.68","  1,315.96","  1,379.24","  1,011.101","  1,383.86",  646.49,"  1,085.82",876.98,
30-Sep,Sockeye,724.10,"1,973.21",359.69,"2,997.41","1,341.47",851.71,838.87,"1,426.52","1,605.91","1,233.57","1,940.38","1,306.82",737.53,678.08,"1,050.27",910.02,359.69,"1,042.77",659.10,706.30,"1,014.72",623.08,863.37,"1,087.16",939.30,996.64,"1,035.56","1,302.32","1,092.85","1,821.98","1,687.26","1,494.87","1,137.05","1,657.37","1,117.21","1,779.57","1,549.18","1,839.00","1,974.54","1,294.59","1,354.04","2,624.95","1,151.40","1,163.14","1,681.73","1,262.55","1,101.56","1,260.56","1,191.44","1,248.65",725.22,"1,869.33","1,971.22","1,269.90",723.34,880.10,"2,997.41","2,468.21","1,557.81","1,552.01","1,337.14",920.22,"2,968.85","1,555.34","2,339.52","1,276.77",  471.18,"  2,259.38","  1,800.75",  471.18,"  2,544.69","  1,315.97","  1,379.25","  1,011.102","  1,383.87",  646.50,"  1,085.83",876.98,
03-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,
09-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,0.00,,,,,,,,,,0.00,,0.00,,,,,,,,,,,,,,,,,,
10-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
11-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
12-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,0.00,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
13-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,0.00,,,,,,,,0.00,,,,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
14-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,0.00,,0.00,,0.00,,,,0.00,,,,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
15-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
16-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
17-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
18-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
19-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
20-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
21-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
22-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
23-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
24-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
25-Jun,Pink Even,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,0.00,,0.00,,0.00,,,,,,0.00
