Date,Species,10th Percentile,90th Percentile,Minimum,Maximum,Mean,56-'59 AVERAGE,60-'69 AVERAGE,70-'79 AVERAGE,80-'89 AVERAGE,90-'99 AVERAGE,2000-2009 AVERAGE,2010-2020 AVERAGE,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Current Year
21-Sep,Pink Odd,525.75,"1,687.08",370.34,"2,305.36","1,128.86","1,866.45",854.42,845.16,"1,398.70","1,175.77","1,376.49","1,166.42",,"2,020.82",,"1,712.07",,"1,429.22",,719.33,,568.59,,568.44,,962.56,,953.24,,872.09,,912.14,,945.51,,515.07,,902.80,,"1,108.34",,907.19,,"1,587.13",,"2,305.36",,"2,131.15",,370.34,,"1,164.14",,406.53,,"1,412.22",,"1,049.08",,"1,434.19",,"1,458.87",,"1,374.19",,"1,374.19",,691.88,,803.23,,"1,458.87",,"1,374.19",,"1,374.19",,385.36,
22-Sep,Pink Odd,525.75,"1,687.08",370.34,"2,305.36","1,128.89","1,866.45",854.42,845.16,"1,398.70","1,176.24","1,376.49","1,166.57",,"2,020.82",,"1,712.07",,"1,429.22",,719.33,,568.59,,568.44,,962.56,,953.24,,872.09,,912.14,,945.51,,515.07,,902.80,,"1,108.34",,907.19,,"1,587.13",,"2,305.36",,"2,131.15",,370.34,,"1,164.14",,406.53,,"1,412.68",,"1,049.08",,"1,434.19",,"1,458.87",,"1,374.19",,"1,374.19",,692.18,,803.23,,"1,458.87",,"1,374.19",,"1,374.19",,385.36,
23-Sep,Pink Odd,525.75,"1,687.08",370.34,"2,305.36","1,128.93","1,866.45",854.42,845.16,"1,398.70","1,177.18","1,376.49","1,166.86",,"2,020.82",,"1,712.07",,"1,429.22",,719.33,,568.59,,568.44,,962.56,,953.24,,872.09,,912.14,,945.51,,515.07,,902.80,,"1,108.34",,907.19,,"1,587.13",,"2,305.36",,"2,131.15",,370.34,,"1,164.14",,406.53,,"1,413.63",,"1,049.08",,"1,434.19",,"1,458.87",,"1,374.19",,"1,374.19",,692.76,,803.23,,"1,458.87",,"1,374.19",,"1,374.19",,385.36,
24-Sep,Pink Odd,525.75,"1,687.08",370.34,"2,305.36","1,128.97","1,866.45",854.42,845.16,"1,398.70","1,177.64","1,376.49","1,167.18",,"2,020.82",,"1,712.07",,"1,429.22",,719.33,,568.59,,568.44,,962.56,,953.24,,872.09,,912.14,,945.51,,515.07,,902.80,,"1,108.34",,907.19,,"1,587.13",,"2,305.36",,"2,131.15",,370.34,,"1,164.14",,406.53,,"1,414.09",,"1,049.08",,"1,434.19",,"1,458.87",,"1,374.19",,"1,374.19",,693.40,,803.23,,"1,458.87",,"1,374.19",,"1,374.19",,385.36,
25-Sep,Pink Odd,525.75,"1,687.08",370.34,"2,305.36","1,129.04","1,866.45",854.42,845.16,"1,398.70","1,180.02","1,376.49","1,167.18",,"2,020.82",,"1,712.07",,"1,429.22",,719.33,,568.59,,568.44,,962.56,,953.24,,872.09,,912.14,,945.51,,515.07,,902.80,,"1,108.34",,907.19,,"1,587.13",,"2,305.36",,"2,131.15",,370.34,,"1,164.14",,406.53,,"1,416.47",,"1,049.08",,"1,434.19",,"1,458.87",,"1,374.19",,"1,374.19",,693.40,,803.23,,"1,458.87",,"1,374.19",,"1,374.19",,385.36,
26-Sep,Pink Odd,525.75,"1,687.08",370.34,"2,305.36","1,129.04","1,866.45",854.42,845.16,"1,398.70","1,180.02","1,376.49","1,167.18",,"2,020.82",,"1,712.07",,"1,429.22",,719.33,,568.59,,568.44,,962.56,,953.24,,872.09,,912.14,,945.51,,515.07,,902.80,,"1,108.34",,907.19,,"1,587.13",,"2,305.36",,"2,131.15",,370.34,,"1,164.14",,406.53,,"1,416.47",,"1,049.08",,"1,434.19",,"1,458.87",,"1,374.19",,"1,374.19",,693.40,,803.23,,"1,458.87",,"1,374.19",,"1,374.19",,385.36,
27-Sep,Pink Odd,525.75,"1,687.08",370.34,"2,305.36","1,129.04","1,866.45",854.42,845.16,"1,398.70","1,180.02","1,376.49","1,167.18",,"2,020.82",,"1,712.07",,"1,429.22",,719.33,,568.59,,568.44,,962.56,,953.24,,872.09,,912.14,,945.51,,515.07,,902.80,,"1,108.34",,907.19,,"1,587.13",,"2,305.36",,"2,131.15",,370.34,,"1,164.14",,406.53,,"1,416.47",,"1,049.08",,"1,434.19",,"1,458.87",,"1,374.19",,"1,374.19",,693.40,,803.23,,"1,458.87",,"1,374.19",,"1,374.19",,385.36,
28-Sep,Pink Odd,525.75,"1,687.08",370.34,"2,305.36","1,129.04","1,866.45",854.42,845.16,"1,398.70","1,180.02","1,376.49","1,167.18",,"2,020.82",,"1,712.07",,"1,429.22",,719.33,,568.59,,568.44,,962.56,,953.24,,872.09,,912.14,,945.51,,515.07,,902.80,,"1,108.34",,907.19,,"1,587.13",,"2,305.36",,"2,131.15",,370.34,,"1,164.14",,406.53,,"1,416.47",,"1,049.08",,"1,434.19",,"1,458.87",,"1,374.19",,"1,374.19",,693.40,,803.23,,"1,458.87",,"1,374.19",,"1,374.19",,385.36,
29-Sep,Pink Odd,525.75,"1,687.08",370.34,"2,305.36","1,129.04","1,866.45",854.42,845.16,"1,398.70","1,180.02","1,376.49","1,167.18",,"2,020.82",,"1,712.07",,"1,429.22",,719.33,,568.59,,568.44,,962.56,,953.24,,872.09,,912.14,,945.51,,515.07,,902.80,,"1,108.34",,907.19,,"1,587.13",,"2,305.36",,"2,131.15",,370.34,,"1,164.14",,406.53,,"1,416.47",,"1,049.08",,"1,434.19",,"1,458.87",,"1,374.19",,"1,374.19",,693.40,,803.23,,"1,458.87",,"1,374.19",,"1,374.19",,385.36,
30-Sep,Pink Odd,525.75,"1,687.08",370.34,"2,305.36","1,129.04","1,866.45",854.42,845.16,"1,398.70","1,180.02","1,376.49","1,167.18",,"2,020.82",,"1,712.07",,"1,429.22",,719.33,,568.59,,568.44,,962.56,,953.24,,872.09,,912.14,,945.51,,515.07,,902.80,,"1,108.34",,907.19,,"1,587.13",,"2,305.36",,"2,131.15",,370.34,,"1,164.14",,406.53,,"1,416.47",,"1,049.08",,"1,434.19",,"1,458.87",,"1,374.19",,"1,374.19",,693.40,,803.23,,"1,458.87",,"1,374.19",,"1,374.19",,385.36,
03-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,
04-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,
05-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,
06-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,
07-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,,
08-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,,,0.00,0.00,,,,,0.00,0.00,,,,,,,,,,,,,
09-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,,,0.00,0.00,0.00,,,,0.00,0.00,,,,,,,,,,,,,
10-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,,0.00,,,,,,,,,,,,,,0.00,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00
12-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,,,0.00,,0.00,,0.00,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17-Jun,Chum,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18-Jun,Chum,0.00,0.00,0.00,0.47,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19-Jun,Chum,0.00,0.00,0.00,0.47,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20-Jun,Chum,0.00,0.00,0.00,0.47,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21-Jun,Chum,0.00,0.00,0.00,0.47,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22-Jun,Chum,0.00,0.00,0.00,0.47,0.01,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23-Jun,Chum,0.00,0.00,0.00,0.47,0.01,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24-Jun,Chum,0.00,0.00,0.00,0.47,0.01,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25-Jun,Chum,0.00,0.00,0.00,0.47,0.01,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00
26-Jun,Chum,0.00,0.00,0.00,0.47,0.01,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27-Jun,Chum,0.00,0.00,0.00,0.47,0.01,0.00,0.00,0.00,0.00,0.05,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28-Jun,Chum,0.00,0.00,0.00,0.47,0.02,0.00,0.00,0.00,0.00,0.08,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29-Jun,Chum,0.00,0.00,0.00,0.47,0.02,0.00,0.00,0.00,0.00,0.08,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30-Jun,Chum,0.00,0.00,0.00,0.47,0.02,0.00,0.00,0.00,0.00,0.08,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01-Jul,Chum,0.00,0.00,0.00,0.47,0.02,0.00,0.00,0.00,0.00,0.08,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
02-Jul,Chum,0.00,0.00,0.00,0.47,0.02,0.00,0.00,0.00,0.00,0.08,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
03-Jul,Chum,0.00,0.00,0.00,0.47,0.03,0.08,0.04,0.00,0.00,0.08,0.01,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04-Jul,Chum,0.00,0.07,0.00,0.47,0.03,0.08,0.04,0.00,0.00,0.08,0.01,0.04,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.15,0.22,0.00,0.00,0.00,0.00,0.00,0.00
05-Jul,Chum,0.00,0.22,0.00,0.60,0.05,0.08,0.04,0.00,0.03,0.11,0.01,0.10,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.47,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.41,0.00,0.00,0.00,0.15,0.44,0.00,0.00,0.00,0.00,0.00,0.00
06-Jul,Chum,0.00,0.31,0.00,0.66,0.07,0.08,0.08,0.00,0.05,0.13,0.02,0.12,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.30,0.00,0.00,0.00,0.47,0.00,0.60,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.41,0.00,0.00,0.00,0.15,0.66,0.00,0.00,0.00,0.00,0.00,0.00
07-Jul,Chum,0.00,0.35,0.00,0.66,0.09,0.08,0.08,0.06,0.11,0.13,0.02,0.14,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.38,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.23,0.30,0.26,0.00,0.00,0.47,0.00,0.60,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.41,0.00,0.00,0.00,0.15,0.66,0.00,0.21,0.00,0.00,0.00,0.00
08-Jul,Chum,0.00,0.37,0.00,0.81,0.10,0.08,0.08,0.06,0.11,0.16,0.02,0.17,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.38,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.23,0.30,0.26,0.00,0.00,0.47,0.00,0.60,0.29,0.27,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.41,0.00,0.00,0.00,0.15,0.81,0.00,0.35,0.00,0.00,0.00,0.00
09-Jul,Chum,0.00,0.37,0.00,0.81,0.10,0.08,0.08,0.06,0.11,0.16,0.02,0.17,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.38,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.23,0.30,0.26,0.00,0.00,0.47,0.00,0.60,0.29,0.27,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.14,0.00,0.00,0.00,,0.41,0.00,0.00,0.00,0.15,0.81,0.00,0.35,0.00,0.00,0.00,0.00
