"","CUID","Species","Year","CDN catch","US catch"
"2453","983","SH","1993",NA,NA
"2454","983","SH","1994",NA,NA
"2455","983","SH","1995",NA,NA
"2456","983","SH","1996",NA,NA
"2457","983","SH","1997",NA,NA
"2458","983","SH","1998",NA,NA
"2459","983","SH","1999",NA,NA
"2460","983","SH","2000",NA,NA
"2461","983","SH","2001",NA,NA
"2462","983","SH","2002",NA,NA
"2463","983","SH","2003",NA,NA
"2464","983","SH","2004",NA,NA
"2465","983","SH","2005",NA,NA
"2466","983","SH","2006",NA,NA
"2467","983","SH","2007",NA,NA
"2468","983","SH","2008",NA,NA
"2469","983","SH","2009",NA,NA
"2470","983","SH","2010",NA,NA
"2471","983","SH","2011",NA,NA
"2472","983","SH","2012",NA,NA
"2473","983","SH","2013",NA,NA
"2474","983","SH","2014",NA,NA
"2475","983","SH","2015",NA,NA
"2476","983","SH","2016",NA,NA
"2477","983","SH","2017",NA,NA
"2478","983","SH","2018",NA,NA
"2479","983","SH","2019",NA,NA
"2480","983","SH","2020",NA,NA
"2481","983","SH","2021",NA,NA
"2482","983","SH","2022",NA,NA
"2483","984","SH","1950",NA,NA
"2484","984","SH","1951",NA,NA
"2485","984","SH","1952",NA,NA
"2486","984","SH","1953",NA,NA
"2487","984","SH","1954",NA,NA
"2488","984","SH","1955",NA,NA
"2489","984","SH","1956",NA,NA
"2490","984","SH","1957",NA,NA
"2491","984","SH","1958",NA,NA
"2492","984","SH","1959",NA,NA
"2493","984","SH","1960",NA,NA
"2494","984","SH","1961",NA,NA
"2495","984","SH","1962",NA,NA
"2496","984","SH","1963",NA,NA
"2497","984","SH","1964",NA,NA
"2498","984","SH","1965",NA,NA
"2499","984","SH","1966",NA,NA
"2500","984","SH","1967",NA,NA
"2501","984","SH","1968",NA,NA
"2502","984","SH","1969",NA,NA
"2503","984","SH","1970",NA,NA
"2504","984","SH","1971",NA,NA
"2505","984","SH","1972",NA,NA
"2506","984","SH","1973",NA,NA
"2507","984","SH","1974",NA,NA
"2508","984","SH","1975",NA,NA
"2509","984","SH","1976",NA,NA
"2510","984","SH","1977",NA,NA
"2511","984","SH","1978",NA,NA
"2512","984","SH","1979",NA,NA
"2513","984","SH","1980",NA,NA
"2514","984","SH","1981",NA,NA
"2515","984","SH","1982",NA,NA
"2516","984","SH","1983",NA,NA
"2517","984","SH","1984",NA,NA
"2518","984","SH","1985",NA,NA
"2519","984","SH","1986",NA,NA
"2520","984","SH","1987",NA,NA
"2521","984","SH","1988",NA,NA
"2522","984","SH","1989",NA,NA
"2523","984","SH","1990",NA,NA
"2524","984","SH","1991",NA,NA
"2525","984","SH","1992",NA,NA
"2526","984","SH","1993",NA,NA
"2527","984","SH","1994",NA,NA
"2528","984","SH","1995",NA,NA
"2529","984","SH","1996",NA,NA
"2530","984","SH","1997",NA,NA
"2531","984","SH","1998",NA,NA
"2532","984","SH","1999",NA,NA
"2533","984","SH","2000",NA,NA
"2534","984","SH","2001",NA,NA
"2535","984","SH","2002",NA,NA
"2536","984","SH","2003",NA,NA
"2537","984","SH","2004",NA,NA
"2538","984","SH","2005",NA,NA
"2539","984","SH","2006",NA,NA
"2540","984","SH","2007",NA,NA
"2541","984","SH","2008",NA,NA
"2542","984","SH","2009",NA,NA
"2543","984","SH","2010",NA,NA
"2544","984","SH","2011",NA,NA
"2545","984","SH","2012",NA,NA
"2546","984","SH","2013",NA,NA
"2547","984","SH","2014",NA,NA
"2548","984","SH","2015",NA,NA
"2549","984","SH","2016",NA,NA
"2550","984","SH","2017",NA,NA
"2551","984","SH","2018",NA,NA
"2552","984","SH","2019",NA,NA
"2553","984","SH","2020",NA,NA
"2554","984","SH","2021",NA,NA
"2555","984","SH","2022",NA,NA
"2556","985","SH","1950",NA,NA
"2557","985","SH","1951",NA,NA
"2558","985","SH","1952",NA,NA
"2559","985","SH","1953",NA,NA
"2560","985","SH","1954",NA,NA
"2561","985","SH","1955",NA,NA
"2562","985","SH","1956",NA,NA
"2563","985","SH","1957",NA,NA
"2564","985","SH","1958",NA,NA
"2565","985","SH","1959",NA,NA
"2566","985","SH","1960",NA,NA
"2567","985","SH","1961",NA,NA
"2568","985","SH","1962",NA,NA
"2569","985","SH","1963",NA,NA
"2570","985","SH","1964",NA,NA
"2571","985","SH","1965",NA,NA
"2572","985","SH","1966",NA,NA
"2573","985","SH","1967",NA,NA
"2574","985","SH","1968",NA,NA
"2575","985","SH","1969",NA,NA
"2576","985","SH","1970",NA,NA
"2577","985","SH","1971",NA,NA
"2578","985","SH","1972",NA,NA
"2579","985","SH","1973",NA,NA
"2580","985","SH","1974",NA,NA
"2581","985","SH","1975",NA,NA
"2582","985","SH","1976",NA,NA
"2583","985","SH","1977",NA,NA
"2584","985","SH","1978",NA,NA
"2585","985","SH","1979",NA,NA
"2586","985","SH","1980",NA,NA
"2587","985","SH","1981",NA,NA
"2588","985","SH","1982",NA,NA
"2589","985","SH","1983",NA,NA
"2590","985","SH","1984",NA,NA
"2591","985","SH","1985",NA,NA
"2592","985","SH","1986",NA,NA
"2593","985","SH","1987",NA,NA
"2594","985","SH","1988",NA,NA
"2595","985","SH","1989",NA,NA
"2596","985","SH","1990",NA,NA
"2597","985","SH","1991",NA,NA
"2598","985","SH","1992",NA,NA
"2599","985","SH","1993",NA,NA
"2600","985","SH","1994",NA,NA
"2601","985","SH","1995",NA,NA
"2602","985","SH","1996",NA,NA
"2603","985","SH","1997",NA,NA
"2604","985","SH","1998",NA,NA
"2605","985","SH","1999",NA,NA
"2606","985","SH","2000",NA,NA
"2607","985","SH","2001",NA,NA
"2608","985","SH","2002",NA,NA
"2609","985","SH","2003",NA,NA
"2610","985","SH","2004",NA,NA
"2611","985","SH","2005",NA,NA
"2612","985","SH","2006",NA,NA
"2613","985","SH","2007",NA,NA
"2614","985","SH","2008",NA,NA
"2615","985","SH","2009",NA,NA
"2616","985","SH","2010",NA,NA
"2617","985","SH","2011",NA,NA
"2618","985","SH","2012",NA,NA
"2619","985","SH","2013",NA,NA
"2620","985","SH","2014",NA,NA
"2621","985","SH","2015",NA,NA
"2622","985","SH","2016",NA,NA
"2623","985","SH","2017",NA,NA
"2624","985","SH","2018",NA,NA
"2625","985","SH","2019",NA,NA
"2626","985","SH","2020",NA,NA
"2627","985","SH","2021",NA,NA
"2628","985","SH","2022",NA,NA
