"","CUID","Species","Year","LGL counts","NuSEDS counts by CU","Total run"
"803","290","SH","1972",NA,NA,NA
"804","480","SH","1972",NA,NA,NA
"805","481","SH","1972",NA,NA,NA
"806","680","SH","1972",NA,NA,NA
"807","681","SH","1972",NA,NA,NA
"808","682","SH","1972",NA,NA,NA
"809","683","SH","1972",NA,NA,NA
"810","780","SH","1972","960","960",NA
"811","781","SH","1972",NA,NA,NA
"812","782","SH","1972",NA,NA,NA
"813","783","SH","1972",NA,NA,NA
"814","784","SH","1972",NA,NA,NA
"815","785","SH","1972",NA,NA,NA
"816","880","SH","1972",NA,NA,NA
"817","980","SH","1972",NA,NA,NA
"818","981","SH","1972",NA,NA,NA
"819","982","SH","1972",NA,NA,NA
"820","983","SH","1972",NA,NA,NA
"821","984","SH","1972",NA,NA,NA
"822","985","SH","1972",NA,NA,NA
"823","1080","SH","1972",NA,NA,NA
"824","1081","SH","1972",NA,NA,NA
"825","1082","SH","1972",NA,NA,NA
"826","1083","SH","1972",NA,NA,NA
"827","1084","SH","1972",NA,NA,NA
"828","1380","SH","1972",NA,NA,NA
"829","280","SH","1973",NA,NA,NA
"830","281","SH","1973",NA,NA,NA
"831","282","SH","1973",NA,NA,NA
"832","283","SH","1973",NA,NA,NA
"833","284","SH","1973",NA,NA,NA
"834","285","SH","1973",NA,NA,NA
"835","286","SH","1973",NA,NA,NA
"836","287","SH","1973",NA,NA,NA
"837","288","SH","1973",NA,NA,NA
"838","289","SH","1973",NA,NA,NA
"839","290","SH","1973",NA,NA,NA
"840","480","SH","1973",NA,NA,NA
"841","481","SH","1973",NA,NA,NA
"842","680","SH","1973",NA,NA,NA
"843","681","SH","1973",NA,NA,NA
"844","682","SH","1973",NA,NA,NA
"845","683","SH","1973",NA,NA,NA
"846","780","SH","1973","1435","1435",NA
"847","781","SH","1973",NA,NA,NA
"848","782","SH","1973",NA,NA,NA
"849","783","SH","1973",NA,NA,NA
"850","784","SH","1973",NA,NA,NA
"851","785","SH","1973",NA,NA,NA
"852","880","SH","1973",NA,NA,NA
"853","980","SH","1973",NA,NA,NA
"854","981","SH","1973",NA,NA,NA
"855","982","SH","1973",NA,NA,NA
"856","983","SH","1973",NA,NA,NA
"857","984","SH","1973",NA,NA,NA
"858","985","SH","1973",NA,NA,NA
"859","1080","SH","1973",NA,NA,NA
"860","1081","SH","1973",NA,NA,NA
"861","1082","SH","1973",NA,NA,NA
"862","1083","SH","1973",NA,NA,NA
"863","1084","SH","1973",NA,NA,NA
"864","1380","SH","1973",NA,NA,NA
"865","280","SH","1974",NA,NA,NA
"866","281","SH","1974",NA,NA,NA
"867","282","SH","1974",NA,NA,NA
"868","283","SH","1974",NA,NA,NA
"869","284","SH","1974",NA,NA,NA
"870","285","SH","1974",NA,NA,NA
"871","286","SH","1974",NA,NA,NA
"872","287","SH","1974",NA,NA,NA
"873","288","SH","1974",NA,NA,NA
"874","289","SH","1974",NA,NA,NA
"875","290","SH","1974",NA,NA,NA
"876","480","SH","1974",NA,NA,NA
"877","481","SH","1974",NA,NA,NA
"878","680","SH","1974",NA,NA,NA
"879","681","SH","1974",NA,NA,NA
"880","682","SH","1974",NA,NA,NA
"881","683","SH","1974",NA,NA,NA
"882","780","SH","1974","677","677",NA
"883","781","SH","1974",NA,NA,NA
"884","782","SH","1974",NA,NA,NA
"885","783","SH","1974",NA,NA,NA
"886","784","SH","1974",NA,"117",NA
"887","785","SH","1974",NA,NA,NA
"888","880","SH","1974",NA,NA,NA
"889","980","SH","1974",NA,NA,NA
"890","981","SH","1974",NA,NA,NA
"891","982","SH","1974",NA,NA,NA
"892","983","SH","1974",NA,NA,NA
"893","984","SH","1974",NA,NA,NA
"894","985","SH","1974",NA,NA,NA
"895","1080","SH","1974",NA,NA,NA
"896","1081","SH","1974",NA,NA,NA
"897","1082","SH","1974",NA,NA,NA
"898","1083","SH","1974",NA,NA,NA
"899","1084","SH","1974",NA,NA,NA
"900","1380","SH","1974",NA,NA,NA
"901","280","SH","1975",NA,NA,NA
"902","281","SH","1975",NA,NA,NA
"903","282","SH","1975",NA,NA,NA
"904","283","SH","1975",NA,NA,NA
"905","284","SH","1975",NA,NA,NA
"906","285","SH","1975",NA,NA,NA
"907","286","SH","1975",NA,NA,NA
"908","287","SH","1975",NA,NA,NA
"909","288","SH","1975",NA,NA,NA
"910","289","SH","1975",NA,NA,NA
"911","290","SH","1975",NA,NA,NA
"912","480","SH","1975",NA,NA,NA
"913","481","SH","1975",NA,NA,NA
"914","680","SH","1975",NA,NA,NA
"915","681","SH","1975",NA,NA,NA
"916","682","SH","1975",NA,NA,NA
"917","683","SH","1975",NA,NA,NA
"918","780","SH","1975","581","581",NA
"919","781","SH","1975",NA,NA,NA
"920","782","SH","1975",NA,NA,NA
"921","783","SH","1975",NA,NA,NA
"922","784","SH","1975",NA,"190",NA
"923","785","SH","1975",NA,NA,NA
"924","880","SH","1975",NA,NA,NA
"925","980","SH","1975",NA,NA,NA
"926","981","SH","1975",NA,NA,NA
"927","982","SH","1975",NA,NA,NA
"928","983","SH","1975",NA,NA,NA
"929","984","SH","1975",NA,"268",NA
"930","985","SH","1975",NA,NA,NA
"931","1080","SH","1975",NA,NA,NA
"932","1081","SH","1975",NA,NA,NA
"933","1082","SH","1975",NA,NA,NA
"934","1083","SH","1975",NA,NA,NA
"935","1084","SH","1975",NA,NA,NA
"936","1380","SH","1975",NA,NA,NA
"937","280","SH","1976",NA,NA,NA
"938","281","SH","1976",NA,NA,NA
"939","282","SH","1976",NA,NA,NA
"940","283","SH","1976",NA,NA,NA
"941","284","SH","1976",NA,NA,NA
"942","285","SH","1976",NA,NA,NA
"943","286","SH","1976",NA,NA,NA
"944","287","SH","1976",NA,NA,NA
"945","288","SH","1976",NA,NA,NA
"946","289","SH","1976",NA,NA,NA
"947","290","SH","1976",NA,NA,NA
"948","480","SH","1976",NA,NA,NA
"949","481","SH","1976",NA,NA,NA
"950","680","SH","1976",NA,NA,NA
"951","681","SH","1976",NA,NA,NA
"952","682","SH","1976",NA,NA,NA
"953","683","SH","1976",NA,NA,NA
"954","780","SH","1976","1022","1022",NA
"955","781","SH","1976",NA,NA,NA
"956","782","SH","1976",NA,NA,NA
"957","783","SH","1976",NA,NA,NA
"958","784","SH","1976",NA,"133",NA
"959","785","SH","1976",NA,NA,NA
"960","880","SH","1976",NA,NA,NA
"961","980","SH","1976",NA,NA,NA
"962","981","SH","1976",NA,"859",NA
"963","982","SH","1976",NA,NA,NA
"964","983","SH","1976",NA,NA,NA
"965","984","SH","1976",NA,"203",NA
"966","985","SH","1976","144","144",NA
"967","1080","SH","1976",NA,NA,NA
"968","1081","SH","1976",NA,NA,NA
"969","1082","SH","1976",NA,NA,NA
"970","1083","SH","1976",NA,NA,NA
"971","1084","SH","1976",NA,NA,NA
"972","1380","SH","1976",NA,NA,NA
"973","280","SH","1977",NA,NA,NA
"974","281","SH","1977",NA,NA,NA
"975","282","SH","1977",NA,NA,NA
"976","283","SH","1977",NA,NA,NA
"977","284","SH","1977",NA,NA,NA
"978","285","SH","1977",NA,NA,NA
"979","286","SH","1977",NA,NA,NA
"980","287","SH","1977",NA,NA,NA
"981","288","SH","1977",NA,NA,NA
"982","289","SH","1977",NA,NA,NA
"983","290","SH","1977",NA,NA,NA
"984","480","SH","1977",NA,NA,NA
"985","481","SH","1977",NA,NA,NA
"986","680","SH","1977",NA,NA,NA
"987","681","SH","1977",NA,NA,NA
"988","682","SH","1977",NA,NA,NA
"989","683","SH","1977",NA,"154",NA
"990","780","SH","1977","494","494",NA
"991","781","SH","1977",NA,NA,NA
"992","782","SH","1977",NA,NA,NA
"993","783","SH","1977",NA,NA,NA
"994","784","SH","1977",NA,"160",NA
"995","785","SH","1977",NA,NA,NA
"996","880","SH","1977",NA,NA,NA
"997","980","SH","1977",NA,NA,NA
"998","981","SH","1977",NA,"625",NA
"999","982","SH","1977",NA,NA,NA
"1000","983","SH","1977",NA,NA,NA
"1001","984","SH","1977",NA,"296",NA
"1002","985","SH","1977","127","127",NA
"1003","1080","SH","1977",NA,NA,NA
"1004","1081","SH","1977",NA,NA,NA
"1005","1082","SH","1977",NA,NA,NA
"1006","1083","SH","1977",NA,NA,NA
"1007","1084","SH","1977",NA,NA,NA
"1008","1380","SH","1977",NA,NA,NA
"1009","280","SH","1978",NA,NA,NA
"1010","281","SH","1978",NA,NA,NA
"1011","282","SH","1978",NA,NA,NA
"1012","283","SH","1978",NA,NA,NA
"1013","284","SH","1978",NA,NA,NA
"1014","285","SH","1978",NA,NA,NA
"1015","286","SH","1978",NA,NA,NA
"1016","287","SH","1978",NA,NA,NA
"1017","288","SH","1978",NA,NA,NA
"1018","289","SH","1978",NA,NA,NA
"1019","290","SH","1978",NA,NA,NA
"1020","480","SH","1978",NA,NA,NA
"1021","481","SH","1978",NA,NA,NA
"1022","680","SH","1978",NA,NA,NA
"1023","681","SH","1978",NA,NA,NA
"1024","682","SH","1978",NA,NA,NA
"1025","683","SH","1978",NA,NA,NA
"1026","780","SH","1978","1152","1152",NA
"1027","781","SH","1978","1666","1666",NA
"1028","782","SH","1978",NA,NA,NA
"1029","783","SH","1978",NA,NA,NA
"1030","784","SH","1978",NA,"170",NA
"1031","785","SH","1978",NA,NA,NA
"1032","880","SH","1978",NA,NA,NA
"1033","980","SH","1978",NA,NA,NA
"1034","981","SH","1978",NA,"706",NA
"1035","982","SH","1978",NA,NA,NA
"1036","983","SH","1978",NA,NA,NA
"1037","984","SH","1978",NA,"175",NA
"1038","985","SH","1978","40","40",NA
"1039","1080","SH","1978",NA,NA,NA
"1040","1081","SH","1978",NA,NA,NA
"1041","1082","SH","1978",NA,NA,NA
"1042","1083","SH","1978",NA,NA,NA
"1043","1084","SH","1978",NA,NA,NA
"1044","1380","SH","1978",NA,NA,NA
"1045","280","SH","1979",NA,NA,NA
"1046","281","SH","1979",NA,NA,NA
"1047","282","SH","1979",NA,NA,NA
"1048","283","SH","1979",NA,NA,NA
"1049","284","SH","1979",NA,NA,NA
"1050","285","SH","1979",NA,NA,NA
"1051","286","SH","1979",NA,NA,NA
"1052","287","SH","1979",NA,NA,NA
"1053","288","SH","1979",NA,NA,NA
"1054","289","SH","1979",NA,NA,NA
"1055","290","SH","1979",NA,NA,NA
"1056","480","SH","1979",NA,NA,NA
"1057","481","SH","1979",NA,NA,NA
"1058","680","SH","1979",NA,NA,NA
"1059","681","SH","1979",NA,NA,NA
"1060","682","SH","1979",NA,NA,NA
"1061","683","SH","1979",NA,NA,NA
"1062","780","SH","1979","715","715",NA
"1063","781","SH","1979","1666","1666",NA
"1064","782","SH","1979",NA,NA,NA
"1065","783","SH","1979",NA,NA,NA
"1066","784","SH","1979",NA,"216",NA
"1067","785","SH","1979",NA,NA,NA
"1068","880","SH","1979",NA,NA,NA
"1069","980","SH","1979",NA,NA,NA
"1070","981","SH","1979",NA,"299",NA
"1071","982","SH","1979",NA,NA,NA
"1072","983","SH","1979",NA,NA,NA
"1073","984","SH","1979",NA,"293",NA
"1074","985","SH","1979","180","180",NA
"1075","1080","SH","1979",NA,NA,NA
"1076","1081","SH","1979",NA,NA,NA
"1077","1082","SH","1979",NA,NA,NA
"1078","1083","SH","1979",NA,NA,NA
"1079","1084","SH","1979",NA,NA,NA
"1080","1380","SH","1979",NA,NA,NA
"1081","280","SH","1980",NA,NA,NA
"1082","281","SH","1980",NA,NA,NA
"1083","282","SH","1980",NA,NA,NA
"1084","283","SH","1980",NA,NA,NA
"1085","284","SH","1980",NA,NA,NA
"1086","285","SH","1980",NA,NA,NA
"1087","286","SH","1980",NA,NA,NA
"1088","287","SH","1980",NA,NA,NA
"1089","288","SH","1980",NA,NA,NA
"1090","289","SH","1980",NA,NA,NA
"1091","290","SH","1980",NA,NA,NA
"1092","480","SH","1980",NA,NA,NA
"1093","481","SH","1980",NA,NA,NA
"1094","680","SH","1980",NA,NA,NA
"1095","681","SH","1980",NA,NA,NA
"1096","682","SH","1980",NA,NA,NA
"1097","683","SH","1980",NA,NA,NA
"1098","780","SH","1980","893","893",NA
"1099","781","SH","1980","952","952",NA
"1100","782","SH","1980",NA,NA,NA
"1101","783","SH","1980",NA,NA,NA
"1102","784","SH","1980",NA,"402",NA
"1103","785","SH","1980",NA,NA,NA
"1104","880","SH","1980",NA,NA,NA
"1105","980","SH","1980",NA,NA,NA
"1106","981","SH","1980",NA,"209",NA
"1107","982","SH","1980",NA,NA,NA
"1108","983","SH","1980",NA,NA,NA
"1109","984","SH","1980",NA,"578",NA
"1110","985","SH","1980","103","103",NA
"1111","1080","SH","1980",NA,NA,NA
"1112","1081","SH","1980",NA,NA,NA
"1113","1082","SH","1980",NA,NA,NA
"1114","1083","SH","1980",NA,NA,NA
"1115","1084","SH","1980",NA,NA,NA
"1116","1380","SH","1980",NA,NA,NA
"1117","280","SH","1981",NA,NA,NA
"1118","281","SH","1981",NA,NA,NA
"1119","282","SH","1981",NA,NA,NA
"1120","283","SH","1981",NA,NA,NA
"1121","284","SH","1981",NA,NA,NA
"1122","285","SH","1981",NA,NA,NA
"1123","286","SH","1981",NA,NA,NA
"1124","287","SH","1981",NA,NA,NA
"1125","288","SH","1981",NA,NA,NA
"1126","289","SH","1981",NA,NA,NA
"1127","290","SH","1981",NA,NA,NA
"1128","480","SH","1981",NA,NA,NA
"1129","481","SH","1981",NA,NA,NA
"1130","680","SH","1981",NA,NA,NA
"1131","681","SH","1981",NA,NA,NA
"1132","682","SH","1981",NA,NA,NA
"1133","683","SH","1981",NA,NA,NA
"1134","780","SH","1981","586","586",NA
"1135","781","SH","1981","1247","1247",NA
"1136","782","SH","1981",NA,NA,NA
"1137","783","SH","1981",NA,NA,NA
"1138","784","SH","1981",NA,"300",NA
"1139","785","SH","1981",NA,NA,NA
"1140","880","SH","1981",NA,NA,NA
"1141","980","SH","1981",NA,NA,NA
"1142","981","SH","1981",NA,"608",NA
"1143","982","SH","1981",NA,NA,NA
"1144","983","SH","1981",NA,NA,NA
"1145","984","SH","1981",NA,"651",NA
"1146","985","SH","1981","201","201",NA
"1147","1080","SH","1981",NA,NA,NA
"1148","1081","SH","1981",NA,NA,NA
"1149","1082","SH","1981",NA,NA,NA
"1150","1083","SH","1981",NA,NA,NA
"1151","1084","SH","1981",NA,NA,NA
"1152","1380","SH","1981",NA,NA,NA
"1153","280","SH","1982",NA,NA,NA
"1154","281","SH","1982",NA,NA,NA
"1155","282","SH","1982",NA,NA,NA
"1156","283","SH","1982",NA,NA,NA
"1157","284","SH","1982",NA,NA,NA
"1158","285","SH","1982",NA,NA,NA
"1159","286","SH","1982",NA,NA,NA
"1160","287","SH","1982",NA,NA,NA
"1161","288","SH","1982",NA,NA,NA
"1162","289","SH","1982",NA,NA,NA
"1163","290","SH","1982",NA,NA,NA
"1164","480","SH","1982",NA,NA,NA
"1165","481","SH","1982",NA,NA,NA
"1166","680","SH","1982",NA,NA,NA
"1167","681","SH","1982",NA,NA,NA
"1168","682","SH","1982",NA,NA,NA
"1169","683","SH","1982",NA,"90",NA
"1170","780","SH","1982","936","936",NA
"1171","781","SH","1982","1190","1190",NA
"1172","782","SH","1982",NA,NA,NA
"1173","783","SH","1982",NA,NA,NA
"1174","784","SH","1982",NA,"300",NA
"1175","785","SH","1982",NA,"57",NA
"1176","880","SH","1982",NA,NA,NA
"1177","980","SH","1982",NA,NA,NA
"1178","981","SH","1982",NA,"1445",NA
"1179","982","SH","1982",NA,NA,NA
"1180","983","SH","1982",NA,NA,NA
"1181","984","SH","1982",NA,"749",NA
"1182","985","SH","1982","170","170",NA
"1183","1080","SH","1982",NA,NA,NA
"1184","1081","SH","1982",NA,NA,NA
"1185","1082","SH","1982",NA,NA,NA
"1186","1083","SH","1982",NA,NA,NA
"1187","1084","SH","1982",NA,NA,NA
"1188","1380","SH","1982",NA,NA,NA
"1189","280","SH","1983",NA,NA,NA
"1190","281","SH","1983",NA,NA,NA
"1191","282","SH","1983",NA,NA,NA
"1192","283","SH","1983",NA,NA,NA
"1193","284","SH","1983",NA,NA,NA
"1194","285","SH","1983",NA,NA,NA
"1195","286","SH","1983",NA,NA,NA
"1196","287","SH","1983",NA,NA,NA
"1197","288","SH","1983",NA,NA,NA
"1198","289","SH","1983",NA,NA,NA
"1199","290","SH","1983",NA,NA,NA
"1200","480","SH","1983",NA,NA,NA
"1201","481","SH","1983",NA,NA,NA
"1202","680","SH","1983",NA,NA,NA
"1203","681","SH","1983",NA,NA,NA
"1204","682","SH","1983",NA,NA,NA
"1205","683","SH","1983",NA,NA,NA
"1206","780","SH","1983","1531","1531",NA
"1207","781","SH","1983","2857","2857",NA
"1208","782","SH","1983",NA,NA,NA
"1209","783","SH","1983",NA,NA,NA
"1210","784","SH","1983",NA,"289",NA
"1211","785","SH","1983",NA,"280",NA
"1212","880","SH","1983",NA,NA,NA
"1213","980","SH","1983",NA,NA,NA
"1214","981","SH","1983",NA,"3569",NA
"1215","982","SH","1983",NA,NA,NA
"1216","983","SH","1983",NA,NA,NA
"1217","984","SH","1983",NA,"638",NA
"1218","985","SH","1983","193","193",NA
"1219","1080","SH","1983",NA,NA,NA
"1220","1081","SH","1983",NA,NA,NA
"1221","1082","SH","1983",NA,NA,NA
"1222","1083","SH","1983",NA,NA,NA
"1223","1084","SH","1983",NA,NA,NA
"1224","1380","SH","1983",NA,NA,NA
"1225","280","SH","1984",NA,NA,NA
"1226","281","SH","1984",NA,NA,NA
"1227","282","SH","1984",NA,NA,NA
"1228","283","SH","1984",NA,NA,NA
"1229","284","SH","1984",NA,NA,NA
"1230","285","SH","1984",NA,NA,NA
"1231","286","SH","1984",NA,NA,NA
"1232","287","SH","1984",NA,NA,NA
"1233","288","SH","1984",NA,NA,NA
"1234","289","SH","1984",NA,NA,NA
"1235","290","SH","1984",NA,NA,NA
"1236","480","SH","1984",NA,NA,NA
"1237","481","SH","1984",NA,NA,NA
"1238","680","SH","1984",NA,NA,NA
"1239","681","SH","1984",NA,NA,NA
"1240","682","SH","1984",NA,NA,NA
"1241","683","SH","1984",NA,NA,NA
"1242","780","SH","1984","1133","1133",NA
"1243","781","SH","1984","1120","1120",NA
"1244","782","SH","1984",NA,NA,NA
"1245","783","SH","1984",NA,NA,NA
"1246","784","SH","1984",NA,"475",NA
"1247","785","SH","1984",NA,"489",NA
"1248","880","SH","1984",NA,NA,NA
"1249","980","SH","1984",NA,NA,NA
"1250","981","SH","1984",NA,"2651",NA
"1251","982","SH","1984",NA,NA,NA
"1252","983","SH","1984",NA,NA,NA
"1253","984","SH","1984",NA,"1129",NA
"1254","985","SH","1984","216","216",NA
"1255","1080","SH","1984",NA,NA,NA
"1256","1081","SH","1984",NA,NA,NA
"1257","1082","SH","1984",NA,NA,NA
"1258","1083","SH","1984",NA,NA,NA
"1259","1084","SH","1984",NA,NA,NA
"1260","1380","SH","1984",NA,NA,NA
"1261","280","SH","1985",NA,NA,NA
"1262","281","SH","1985",NA,NA,NA
"1263","282","SH","1985",NA,NA,NA
"1264","283","SH","1985",NA,NA,NA
"1265","284","SH","1985",NA,NA,NA
"1266","285","SH","1985",NA,NA,NA
"1267","286","SH","1985",NA,NA,NA
"1268","287","SH","1985",NA,NA,NA
"1269","288","SH","1985",NA,NA,NA
"1270","289","SH","1985",NA,NA,NA
"1271","290","SH","1985",NA,NA,NA
"1272","480","SH","1985",NA,NA,NA
"1273","481","SH","1985",NA,NA,NA
"1274","680","SH","1985",NA,NA,NA
"1275","681","SH","1985",NA,NA,NA
"1276","682","SH","1985",NA,NA,NA
"1277","683","SH","1985",NA,NA,NA
"1278","780","SH","1985","3149","3149",NA
"1279","781","SH","1985","3510","3510",NA
"1280","782","SH","1985",NA,NA,NA
"1281","783","SH","1985",NA,NA,NA
"1282","784","SH","1985",NA,"233",NA
"1283","785","SH","1985",NA,"461",NA
"1284","880","SH","1985",NA,NA,NA
"1285","980","SH","1985",NA,NA,NA
"1286","981","SH","1985",NA,"2430",NA
"1287","982","SH","1985",NA,NA,NA
"1288","983","SH","1985",NA,NA,NA
"1289","984","SH","1985","1118","1118",NA
"1290","985","SH","1985","417","417",NA
"1291","1080","SH","1985",NA,NA,NA
"1292","1081","SH","1985",NA,NA,NA
"1293","1082","SH","1985",NA,NA,NA
"1294","1083","SH","1985",NA,NA,NA
"1295","1084","SH","1985",NA,NA,NA
"1296","1380","SH","1985",NA,NA,NA
"1297","280","SH","1986",NA,"3072",NA
"1298","281","SH","1986",NA,NA,NA
"1299","282","SH","1986",NA,NA,NA
"1300","283","SH","1986",NA,NA,NA
"1301","284","SH","1986",NA,NA,NA
"1302","285","SH","1986",NA,NA,NA
"1303","286","SH","1986",NA,NA,NA
"1304","287","SH","1986",NA,NA,NA
"1305","288","SH","1986",NA,NA,NA
"1306","289","SH","1986",NA,NA,NA
"1307","290","SH","1986",NA,NA,NA
"1308","480","SH","1986",NA,NA,NA
"1309","481","SH","1986",NA,NA,NA
"1310","680","SH","1986",NA,NA,NA
"1311","681","SH","1986",NA,NA,NA
"1312","682","SH","1986",NA,NA,NA
"1313","683","SH","1986",NA,NA,NA
"1314","780","SH","1986","1992","1992",NA
"1315","781","SH","1986","2330","2330",NA
"1316","782","SH","1986",NA,NA,NA
"1317","783","SH","1986",NA,NA,NA
"1318","784","SH","1986",NA,"525",NA
"1319","785","SH","1986",NA,"374",NA
"1320","880","SH","1986",NA,NA,NA
"1321","980","SH","1986",NA,NA,NA
"1322","981","SH","1986",NA,"1998",NA
"1323","982","SH","1986",NA,NA,NA
"1324","983","SH","1986",NA,NA,NA
"1325","984","SH","1986","1107","753",NA
"1326","985","SH","1986","301","301",NA
"1327","1080","SH","1986",NA,NA,NA
"1328","1081","SH","1986",NA,NA,NA
"1329","1082","SH","1986",NA,NA,NA
"1330","1083","SH","1986",NA,NA,NA
"1331","1084","SH","1986",NA,NA,NA
"1332","1380","SH","1986",NA,NA,NA
"1333","280","SH","1987",NA,NA,NA
"1334","281","SH","1987",NA,NA,NA
"1335","282","SH","1987",NA,NA,NA
"1336","283","SH","1987",NA,NA,NA
"1337","284","SH","1987",NA,NA,NA
"1338","285","SH","1987",NA,NA,NA
"1339","286","SH","1987",NA,NA,NA
"1340","287","SH","1987",NA,NA,NA
"1341","288","SH","1987",NA,NA,NA
"1342","289","SH","1987",NA,NA,NA
"1343","290","SH","1987",NA,NA,NA
"1344","480","SH","1987",NA,NA,NA
"1345","481","SH","1987",NA,NA,NA
"1346","680","SH","1987",NA,NA,NA
"1347","681","SH","1987",NA,NA,NA
"1348","682","SH","1987",NA,NA,NA
"1349","683","SH","1987",NA,NA,NA
"1350","780","SH","1987","2328","2328",NA
"1351","781","SH","1987","1680","1680",NA
"1352","782","SH","1987",NA,NA,NA
"1353","783","SH","1987",NA,NA,NA
"1354","784","SH","1987",NA,"525",NA
"1355","785","SH","1987",NA,"224",NA
"1356","880","SH","1987",NA,NA,NA
"1357","980","SH","1987",NA,NA,NA
"1358","981","SH","1987",NA,"4520",NA
"1359","982","SH","1987",NA,NA,NA
"1360","983","SH","1987",NA,NA,NA
"1361","984","SH","1987","1190","1190",NA
"1362","985","SH","1987","406","406",NA
"1363","1080","SH","1987",NA,NA,NA
"1364","1081","SH","1987",NA,NA,NA
"1365","1082","SH","1987",NA,NA,NA
"1366","1083","SH","1987",NA,NA,NA
"1367","1084","SH","1987",NA,NA,NA
"1368","1380","SH","1987",NA,NA,NA
"1369","280","SH","1988",NA,NA,NA
"1370","281","SH","1988",NA,NA,NA
"1371","282","SH","1988",NA,NA,NA
"1372","283","SH","1988",NA,NA,NA
"1373","284","SH","1988",NA,NA,NA
"1374","285","SH","1988",NA,NA,NA
"1375","286","SH","1988",NA,NA,NA
"1376","287","SH","1988",NA,NA,NA
"1377","288","SH","1988",NA,NA,NA
"1378","289","SH","1988",NA,NA,NA
"1379","290","SH","1988",NA,NA,NA
"1380","480","SH","1988",NA,NA,NA
"1381","481","SH","1988",NA,NA,NA
"1382","680","SH","1988",NA,NA,NA
"1383","681","SH","1988",NA,NA,NA
"1384","682","SH","1988",NA,NA,NA
"1385","683","SH","1988",NA,NA,NA
"1386","780","SH","1988","2342","2342",NA
"1387","781","SH","1988","1500","1500",NA
"1388","782","SH","1988",NA,NA,NA
"1389","783","SH","1988",NA,NA,NA
"1390","784","SH","1988",NA,"381",NA
"1391","785","SH","1988",NA,"267",NA
"1392","880","SH","1988",NA,NA,NA
"1393","980","SH","1988",NA,NA,NA
"1394","981","SH","1988",NA,"3619",NA
"1395","982","SH","1988",NA,NA,NA
"1396","983","SH","1988",NA,NA,NA
"1397","984","SH","1988","896","609",NA
"1398","985","SH","1988","324","324",NA
"1399","1080","SH","1988",NA,NA,NA
"1400","1081","SH","1988",NA,NA,NA
"1401","1082","SH","1988",NA,NA,NA
"1402","1083","SH","1988",NA,NA,NA
"1403","1084","SH","1988",NA,NA,NA
"1404","1380","SH","1988",NA,NA,NA
"1405","280","SH","1989",NA,"700",NA
"1406","281","SH","1989",NA,NA,NA
"1407","282","SH","1989",NA,NA,NA
"1408","283","SH","1989",NA,NA,NA
"1409","284","SH","1989",NA,NA,NA
"1410","285","SH","1989",NA,NA,NA
"1411","286","SH","1989",NA,NA,NA
"1412","287","SH","1989",NA,NA,NA
"1413","288","SH","1989",NA,NA,NA
"1414","289","SH","1989",NA,NA,NA
"1415","290","SH","1989",NA,NA,NA
"1416","480","SH","1989",NA,NA,NA
"1417","481","SH","1989",NA,NA,NA
"1418","680","SH","1989",NA,NA,NA
"1419","681","SH","1989",NA,NA,NA
"1420","682","SH","1989",NA,NA,NA
"1421","683","SH","1989",NA,NA,NA
"1422","780","SH","1989","610","610",NA
"1423","781","SH","1989","1670","1670",NA
"1424","782","SH","1989",NA,NA,NA
"1425","783","SH","1989",NA,NA,NA
"1426","784","SH","1989",NA,"207",NA
"1427","785","SH","1989",NA,"138",NA
"1428","880","SH","1989",NA,NA,NA
"1429","980","SH","1989",NA,NA,NA
"1430","981","SH","1989",NA,"1568",NA
"1431","982","SH","1989",NA,NA,NA
"1432","983","SH","1989",NA,NA,NA
"1433","984","SH","1989","634","431",NA
"1434","985","SH","1989","392","392",NA
"1435","1080","SH","1989",NA,NA,NA
"1436","1081","SH","1989",NA,NA,NA
"1437","1082","SH","1989",NA,NA,NA
"1438","1083","SH","1989",NA,NA,NA
"1439","1084","SH","1989",NA,NA,NA
"1440","1380","SH","1989",NA,NA,NA
"1441","280","SH","1990",NA,NA,NA
"1442","281","SH","1990",NA,NA,NA
"1443","282","SH","1990",NA,NA,NA
"1444","283","SH","1990",NA,NA,NA
"1445","284","SH","1990",NA,NA,NA
"1446","285","SH","1990",NA,NA,NA
"1447","286","SH","1990",NA,NA,NA
"1448","287","SH","1990",NA,NA,NA
"1449","288","SH","1990",NA,NA,NA
"1450","289","SH","1990",NA,NA,NA
"1451","290","SH","1990",NA,NA,NA
"1452","480","SH","1990",NA,NA,NA
"1453","481","SH","1990",NA,NA,NA
"1454","680","SH","1990",NA,NA,NA
"1455","681","SH","1990",NA,NA,NA
"1456","682","SH","1990",NA,NA,NA
"1457","683","SH","1990",NA,NA,NA
"1458","780","SH","1990","403","403",NA
"1459","781","SH","1990","1200","1200",NA
"1460","782","SH","1990",NA,NA,NA
"1461","783","SH","1990",NA,NA,NA
"1462","784","SH","1990",NA,"117",NA
"1463","785","SH","1990",NA,"98",NA
"1464","880","SH","1990",NA,NA,NA
"1465","980","SH","1990",NA,NA,NA
"1466","981","SH","1990",NA,"1911",NA
"1467","982","SH","1990",NA,NA,NA
"1468","983","SH","1990",NA,NA,NA
"1469","984","SH","1990","686","686",NA
"1470","985","SH","1990","277","277",NA
"1471","1080","SH","1990",NA,NA,NA
"1472","1081","SH","1990",NA,NA,NA
"1473","1082","SH","1990",NA,NA,NA
