"","CUID","Species","Year","Total exploitation rate"
"2362","784","SH","2015",NA
"2363","785","SH","2015",NA
"2364","880","SH","2015",NA
"2365","980","SH","2015",NA
"2366","981","SH","2015",NA
"2367","982","SH","2015",NA
"2368","983","SH","2015",NA
"2369","984","SH","2015",NA
"2370","985","SH","2015",NA
"2371","1080","SH","2015",NA
"2372","1081","SH","2015",NA
"2373","1082","SH","2015",NA
"2374","1083","SH","2015",NA
"2375","1084","SH","2015",NA
"2376","1380","SH","2015",NA
"2377","280","SH","2016",NA
"2378","281","SH","2016",NA
"2379","282","SH","2016",NA
"2380","283","SH","2016",NA
"2381","284","SH","2016",NA
"2382","285","SH","2016",NA
"2383","286","SH","2016",NA
"2384","287","SH","2016",NA
"2385","288","SH","2016",NA
"2386","289","SH","2016",NA
"2387","290","SH","2016",NA
"2388","480","SH","2016","0.252871213"
"2389","481","SH","2016",NA
"2390","680","SH","2016",NA
"2391","681","SH","2016",NA
"2392","682","SH","2016",NA
"2393","683","SH","2016",NA
"2394","780","SH","2016",NA
"2395","781","SH","2016",NA
"2396","782","SH","2016",NA
"2397","783","SH","2016",NA
"2398","784","SH","2016",NA
"2399","785","SH","2016",NA
"2400","880","SH","2016",NA
"2401","980","SH","2016",NA
"2402","981","SH","2016",NA
"2403","982","SH","2016",NA
"2404","983","SH","2016",NA
"2405","984","SH","2016",NA
"2406","985","SH","2016",NA
"2407","1080","SH","2016",NA
"2408","1081","SH","2016",NA
"2409","1082","SH","2016",NA
"2410","1083","SH","2016",NA
"2411","1084","SH","2016",NA
"2412","1380","SH","2016",NA
"2413","280","SH","2017",NA
"2414","281","SH","2017",NA
"2415","282","SH","2017",NA
"2416","283","SH","2017",NA
"2417","284","SH","2017",NA
"2418","285","SH","2017",NA
"2419","286","SH","2017",NA
"2420","287","SH","2017",NA
"2421","288","SH","2017",NA
"2422","289","SH","2017",NA
"2423","290","SH","2017",NA
"2424","480","SH","2017","0.126993897"
"2425","481","SH","2017",NA
"2426","680","SH","2017",NA
"2427","681","SH","2017",NA
"2428","682","SH","2017",NA
"2429","683","SH","2017",NA
"2430","780","SH","2017",NA
"2431","781","SH","2017",NA
"2432","782","SH","2017",NA
"2433","783","SH","2017",NA
"2434","784","SH","2017",NA
"2435","785","SH","2017",NA
"2436","880","SH","2017",NA
"2437","980","SH","2017",NA
"2438","981","SH","2017",NA
"2439","982","SH","2017",NA
"2440","983","SH","2017",NA
"2441","984","SH","2017",NA
"2442","985","SH","2017",NA
"2443","1080","SH","2017",NA
"2444","1081","SH","2017",NA
"2445","1082","SH","2017",NA
"2446","1083","SH","2017",NA
"2447","1084","SH","2017",NA
"2448","1380","SH","2017",NA
"2449","280","SH","2018",NA
"2450","281","SH","2018",NA
"2451","282","SH","2018",NA
"2452","283","SH","2018",NA
"2453","284","SH","2018",NA
"2454","285","SH","2018",NA
"2455","286","SH","2018",NA
"2456","287","SH","2018",NA
"2457","288","SH","2018",NA
"2458","289","SH","2018",NA
"2459","290","SH","2018",NA
"2460","480","SH","2018","0.135314381"
"2461","481","SH","2018",NA
"2462","680","SH","2018",NA
"2463","681","SH","2018",NA
"2464","682","SH","2018",NA
"2465","683","SH","2018",NA
"2466","780","SH","2018",NA
"2467","781","SH","2018",NA
"2468","782","SH","2018",NA
"2469","783","SH","2018",NA
"2470","784","SH","2018",NA
"2471","785","SH","2018",NA
"2472","880","SH","2018",NA
"2473","980","SH","2018",NA
"2474","981","SH","2018",NA
"2475","982","SH","2018",NA
"2476","983","SH","2018",NA
"2477","984","SH","2018",NA
"2478","985","SH","2018",NA
"2479","1080","SH","2018",NA
"2480","1081","SH","2018",NA
"2481","1082","SH","2018",NA
"2482","1083","SH","2018",NA
"2483","1084","SH","2018",NA
"2484","1380","SH","2018",NA
"2485","280","SH","2019",NA
"2486","281","SH","2019",NA
"2487","282","SH","2019",NA
"2488","283","SH","2019",NA
"2489","284","SH","2019",NA
"2490","285","SH","2019",NA
"2491","286","SH","2019",NA
"2492","287","SH","2019",NA
"2493","288","SH","2019",NA
"2494","289","SH","2019",NA
"2495","290","SH","2019",NA
"2496","480","SH","2019","0.251149249"
"2497","481","SH","2019",NA
"2498","680","SH","2019",NA
"2499","681","SH","2019",NA
"2500","682","SH","2019",NA
"2501","683","SH","2019",NA
"2502","780","SH","2019",NA
"2503","781","SH","2019",NA
"2504","782","SH","2019",NA
"2505","783","SH","2019",NA
"2506","784","SH","2019",NA
"2507","785","SH","2019",NA
"2508","880","SH","2019",NA
"2509","980","SH","2019",NA
"2510","981","SH","2019",NA
"2511","982","SH","2019",NA
"2512","983","SH","2019",NA
"2513","984","SH","2019",NA
"2514","985","SH","2019",NA
"2515","1080","SH","2019",NA
"2516","1081","SH","2019",NA
"2517","1082","SH","2019",NA
"2518","1083","SH","2019",NA
"2519","1084","SH","2019",NA
"2520","1380","SH","2019",NA
"2521","280","SH","2020",NA
"2522","281","SH","2020",NA
"2523","282","SH","2020",NA
"2524","283","SH","2020",NA
"2525","284","SH","2020",NA
"2526","285","SH","2020",NA
"2527","286","SH","2020",NA
"2528","287","SH","2020",NA
"2529","288","SH","2020",NA
"2530","289","SH","2020",NA
"2531","290","SH","2020",NA
"2532","480","SH","2020","0.173551068"
"2533","481","SH","2020",NA
"2534","680","SH","2020",NA
"2535","681","SH","2020",NA
"2536","682","SH","2020",NA
"2537","683","SH","2020",NA
"2538","780","SH","2020",NA
"2539","781","SH","2020",NA
"2540","782","SH","2020",NA
"2541","783","SH","2020",NA
"2542","784","SH","2020",NA
"2543","785","SH","2020",NA
"2544","880","SH","2020",NA
"2545","980","SH","2020",NA
"2546","981","SH","2020",NA
"2547","982","SH","2020",NA
"2548","983","SH","2020",NA
"2549","984","SH","2020",NA
"2550","985","SH","2020",NA
"2551","1080","SH","2020",NA
"2552","1081","SH","2020",NA
"2553","1082","SH","2020",NA
"2554","1083","SH","2020",NA
"2555","1084","SH","2020",NA
"2556","1380","SH","2020",NA
"2557","280","SH","2021",NA
"2558","281","SH","2021",NA
"2559","282","SH","2021",NA
"2560","283","SH","2021",NA
"2561","284","SH","2021",NA
"2562","285","SH","2021",NA
"2563","286","SH","2021",NA
"2564","287","SH","2021",NA
"2565","288","SH","2021",NA
"2566","289","SH","2021",NA
"2567","290","SH","2021",NA
"2568","480","SH","2021","0.33164769"
"2569","481","SH","2021",NA
"2570","680","SH","2021",NA
"2571","681","SH","2021",NA
"2572","682","SH","2021",NA
"2573","683","SH","2021",NA
"2574","780","SH","2021",NA
"2575","781","SH","2021",NA
"2576","782","SH","2021",NA
"2577","783","SH","2021",NA
"2578","784","SH","2021",NA
"2579","785","SH","2021",NA
"2580","880","SH","2021",NA
"2581","980","SH","2021",NA
"2582","981","SH","2021",NA
"2583","982","SH","2021",NA
"2584","983","SH","2021",NA
"2585","984","SH","2021",NA
"2586","985","SH","2021",NA
"2587","1080","SH","2021",NA
"2588","1081","SH","2021",NA
"2589","1082","SH","2021",NA
"2590","1083","SH","2021",NA
"2591","1084","SH","2021",NA
"2592","1380","SH","2021",NA
"2593","280","SH","2022",NA
"2594","281","SH","2022",NA
"2595","282","SH","2022",NA
"2596","283","SH","2022",NA
"2597","284","SH","2022",NA
"2598","285","SH","2022",NA
"2599","286","SH","2022",NA
"2600","287","SH","2022",NA
"2601","288","SH","2022",NA
"2602","289","SH","2022",NA
"2603","290","SH","2022",NA
"2604","480","SH","2022","0.262"
"2605","481","SH","2022",NA
"2606","680","SH","2022",NA
"2607","681","SH","2022",NA
"2608","682","SH","2022",NA
"2609","683","SH","2022",NA
"2610","780","SH","2022",NA
"2611","781","SH","2022",NA
"2612","782","SH","2022",NA
"2613","783","SH","2022",NA
"2614","784","SH","2022",NA
"2615","785","SH","2022",NA
"2616","880","SH","2022",NA
"2617","980","SH","2022",NA
"2618","981","SH","2022",NA
"2619","982","SH","2022",NA
"2620","983","SH","2022",NA
"2621","984","SH","2022",NA
"2622","985","SH","2022",NA
"2623","1080","SH","2022",NA
"2624","1081","SH","2022",NA
"2625","1082","SH","2022",NA
"2626","1083","SH","2022",NA
"2627","1084","SH","2022",NA
"2628","1380","SH","2022",NA
