SpeciesId	StatArea.CU	CU_Name	Year	T_Idx_E	ExpFactor1	AdjSum	ExpFactor2	ObsE	ExpFactor3	TE	CDN.Harvest	CDN.ER	TRTC	Total.Harvest	Total.ER	Total.Run	Q1	Q2	Q3
SH	980	South Coast Winter	1982																
SH	980	South Coast Winter	1983																
SH	980	South Coast Winter	1984																
SH	980	South Coast Winter	1985																
SH	980	South Coast Winter	1986																
SH	980	South Coast Winter	1987																
SH	980	South Coast Winter	1988																
SH	980	South Coast Winter	1989																
SH	980	South Coast Winter	1990																
SH	980	South Coast Winter	1991																
SH	980	South Coast Winter	1992																
SH	980	South Coast Winter	1993																
SH	980	South Coast Winter	1994																
SH	980	South Coast Winter	1995																
SH	980	South Coast Winter	1996							173									
SH	980	South Coast Winter	1997							111									
SH	980	South Coast Winter	1998																
SH	980	South Coast Winter	1999							162									
SH	980	South Coast Winter	2000							78									
SH	980	South Coast Winter	2001							322									
SH	980	South Coast Winter	2002							440									
SH	980	South Coast Winter	2003							317									
SH	980	South Coast Winter	2004							345									
SH	980	South Coast Winter	2005							336									
SH	980	South Coast Winter	2006							320									
SH	980	South Coast Winter	2007							541									
SH	980	South Coast Winter	2008							345									
SH	980	South Coast Winter	2009							115									
SH	980	South Coast Winter	2010							629									
SH	980	South Coast Winter	2011							605									
SH	980	South Coast Winter	2012							395									
SH	980	South Coast Winter	2013							943									
SH	980	South Coast Winter	2014							545									
SH	980	South Coast Winter	2015							579									
SH	980	South Coast Winter	2016							512									
SH	980	South Coast Winter	2017							711									
SH	980	South Coast Winter	2018							384									
SH	980	South Coast Winter	2019							422									
SH	980	South Coast Winter	2020							632									
SH	980	South Coast Winter	2021																
SH	981	East Vancouver Island Winter	1950																
SH	981	East Vancouver Island Winter	1951																
SH	981	East Vancouver Island Winter	1952																
SH	981	East Vancouver Island Winter	1953																
SH	981	East Vancouver Island Winter	1954																
SH	981	East Vancouver Island Winter	1955																
SH	981	East Vancouver Island Winter	1956																
SH	981	East Vancouver Island Winter	1957																
SH	981	East Vancouver Island Winter	1958																
SH	981	East Vancouver Island Winter	1959																
SH	981	East Vancouver Island Winter	1960																
SH	981	East Vancouver Island Winter	1961																
SH	981	East Vancouver Island Winter	1962																
SH	981	East Vancouver Island Winter	1963																
SH	981	East Vancouver Island Winter	1964																
SH	981	East Vancouver Island Winter	1965																
SH	981	East Vancouver Island Winter	1966																
SH	981	East Vancouver Island Winter	1967																
SH	981	East Vancouver Island Winter	1968																
SH	981	East Vancouver Island Winter	1969																
SH	981	East Vancouver Island Winter	1970																
SH	981	East Vancouver Island Winter	1971																
SH	981	East Vancouver Island Winter	1972																
SH	981	East Vancouver Island Winter	1973																
SH	981	East Vancouver Island Winter	1974																
SH	981	East Vancouver Island Winter	1975																
SH	981	East Vancouver Island Winter	1976																
SH	981	East Vancouver Island Winter	1977																
SH	981	East Vancouver Island Winter	1978																
SH	981	East Vancouver Island Winter	1979																
SH	981	East Vancouver Island Winter	1980																
SH	981	East Vancouver Island Winter	1981																
SH	981	East Vancouver Island Winter	1982																
SH	981	East Vancouver Island Winter	1983																
SH	981	East Vancouver Island Winter	1984																
SH	981	East Vancouver Island Winter	1985																
SH	981	East Vancouver Island Winter	1986																
SH	981	East Vancouver Island Winter	1987																
SH	981	East Vancouver Island Winter	1988																
SH	981	East Vancouver Island Winter	1989																
SH	981	East Vancouver Island Winter	1990																
SH	981	East Vancouver Island Winter	1991																
SH	981	East Vancouver Island Winter	1992																
SH	981	East Vancouver Island Winter	1993																
SH	981	East Vancouver Island Winter	1994																
SH	981	East Vancouver Island Winter	1995																
SH	981	East Vancouver Island Winter	1996																
SH	981	East Vancouver Island Winter	1997																
SH	981	East Vancouver Island Winter	1998																
SH	981	East Vancouver Island Winter	1999							282									
SH	981	East Vancouver Island Winter	2000							437									
SH	981	East Vancouver Island Winter	2001							584									
SH	981	East Vancouver Island Winter	2002							412									
SH	981	East Vancouver Island Winter	2003							291									
SH	981	East Vancouver Island Winter	2004							257									
SH	981	East Vancouver Island Winter	2005							362									
SH	981	East Vancouver Island Winter	2006							489									
SH	981	East Vancouver Island Winter	2007							244.2857143									
SH	981	East Vancouver Island Winter	2008							389									
SH	981	East Vancouver Island Winter	2009							421									
SH	981	East Vancouver Island Winter	2010							383									
SH	981	East Vancouver Island Winter	2011							354									
SH	981	East Vancouver Island Winter	2012							621									
SH	981	East Vancouver Island Winter	2013							521									
SH	981	East Vancouver Island Winter	2014							520									
SH	981	East Vancouver Island Winter	2015							536									
SH	981	East Vancouver Island Winter	2016							321									
SH	981	East Vancouver Island Winter	2017							263									
SH	981	East Vancouver Island Winter	2018							242.8571429									
SH	981	East Vancouver Island Winter	2019							215									
