SpeciesId	StatArea.CU	CU_Name	BroodYear	Escape	TR2	TR3	TR4	TR5	TR6	TR7	Total	Total.ER	Age2	Age3	Age4	Age5	Age6	Age7
SH	780	Mid Fraser Summer	1980	893	NA	NA	NA	NA	NA	NA	4089	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1981	586	NA	NA	NA	NA	NA	NA	3969	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1982	936	NA	NA	NA	NA	NA	NA	3680	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1983	1531	NA	NA	NA	NA	NA	NA	1825	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1984	1133	NA	NA	NA	NA	NA	NA	905	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1985	3149	NA	NA	NA	NA	NA	NA	893	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1986	1992	NA	NA	NA	NA	NA	NA	1150	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1987	2328	NA	NA	NA	NA	NA	NA	1807	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1988	2342	NA	NA	NA	NA	NA	NA	1487	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1989	610	NA	NA	NA	NA	NA	NA	1322	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1990	403	NA	NA	NA	NA	NA	NA	1054	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1991	466	NA	NA	NA	NA	NA	NA	1282	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1992	542	NA	NA	NA	NA	NA	NA	1030	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1993	1546	NA	NA	NA	NA	NA	NA	859	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1994	917	NA	NA	NA	NA	NA	NA	906	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1995	830	NA	NA	NA	NA	NA	NA	1216	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1996	518	NA	NA	NA	NA	NA	NA	1246	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1997	1373	NA	NA	NA	NA	NA	NA	1011	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1998	672	NA	NA	NA	NA	NA	NA	520	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	1999	744	NA	NA	NA	NA	NA	NA	473	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2000	739	NA	NA	NA	NA	NA	NA	569	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2001	1258	NA	NA	NA	NA	NA	NA	455	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2002	1114	NA	NA	NA	NA	NA	NA	270	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2003	917	NA	NA	NA	NA	NA	NA	300	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2004	254	NA	NA	NA	NA	NA	NA	228	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2005	384	NA	NA	NA	NA	NA	NA	424	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2006	552	NA	NA	NA	NA	NA	NA	240	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2007	374	NA	NA	NA	NA	NA	NA	261	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2008	158	NA	NA	NA	NA	NA	NA	846	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2009	350	NA	NA	NA	NA	NA	NA	1096	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2010	144	NA	NA	NA	NA	NA	NA	322	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2011	374	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2012	307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2013	374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2014	955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2015	418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2016	134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2017	187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2018	77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2019	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH	780	Mid Fraser Summer	2020	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
