OBJECTID,stream_name,parkinson2005cu,run_timing_full,COL_H,latitude,longitude,coord_uncertainty,Comments/Alternate,coord_source,
317,HESQUIAT LAKE CREEK,W. Vancouver Is. Winter,Winter,,49.49958,"	-126.402940",M,,ArcGIS world geocoding service ,
257,TSABLE RIVER,E. Vancouver Is. Winter,Winter,,49.51609827,-124.8445358,H,,FWA Streams_Line_BC,
316,SYDNEY RIVER,W. Vancouver Is. Winter,Winter,,49.51628,-126.30293,M,,ArcGIS world geocoding service ,
115,MCNAIR CREEK,S. Coast  Winter,Winter,,49.51636,-123.50269,M,,ArcGIS world geocoding service ,
114,RAINY RIVER,S. Coast  Winter,Winter,,49.52694148,-123.4877298,H,,FWA Streams_Line_BC,
318,ESCALANTE RIVER,W. Vancouver Is. Winter,Winter,,49.53657819,-126.546159,H,,FWA Streams_Line_BC,
16,COGBURN CREEK,L. Fraser Winter,Winter,,49.55525342,-121.7240411,H,,FWA Streams_Line_BC,
113,MCNAB CREEK,S. Coast  Winter,Winter,,49.56768968,-123.3853854,H,,FWA Streams_Line_BC,
17,BIG SILVER CREEK,L. Fraser Winter,Winter,,49.59591105,-121.8313458,H,,FWA Streams_Line_BC,
320,BURMAN RIVER,W. Vancouver Is. Summer,Summer,,49.6042911,-126.0110006,H,,FWA Streams_Line_BC,
319,JACKLAH RIVER,W. Vancouver Is. Winter,Winter,,49.60906166,-126.1449787,H,,FWA Streams_Line_BC,
258,TRENT RIVER,E. Vancouver Is. Winter,Winter,,49.64964,-124.93612,M,,ArcGIS world geocoding service ,
324,KLEEPTEE CREEK,W. Vancouver Is. Winter,Winter,,49.66409523,-126.3633792,H,,FWA Streams_Line_BC,
109,STAWAMUS RIVER,S. Coast  Winter,Winter,,49.69712263,-123.129976,H,,FWA Streams_Line_BC,
323,MCCURDY CREEK,W. Vancouver Is. Winter,Winter,,49.69774285,-126.2066164,H,,FWA Streams_Line_BC,
260,PUNTLEDGE RIVER,E. Vancouver Is. Summer,Summer,,49.69964,-125.00284,M,,ArcGIS world geocoding service ,
111,MAMQUAM RIVER,S. Coast  Winter,Winter,,49.72768219,-123.1250398,H,,FWA Streams_Line_BC,
321,GOLD RIVER,W. Vancouver Is. Summer,Summer,,49.75192114,-126.052363,H,,FWA Streams_Line_BC,
325,TLUPANA RIVER,W. Vancouver Is. Winter,Winter,,49.77341757,-126.3502126,H,,FWA Streams_Line_BC,
328,TSOWWIN RIVER,W. Vancouver Is. Winter,Winter,,49.78046184,-126.6179285,H,,FWA Streams_Line_BC,
322,HEBER RIVER,W. Vancouver Is. Summer,Summer,,49.78969699,-126.0284032,H,,FWA Streams_Line_BC,
117,TZOONIE RIVER,S. Coast  Winter,Winter,,49.78987613,-123.7210688,H,,FWA Streams_Line_BC,
112,CHEAKAMUS RIVER,S. Coast  Winter,Winter,,49.79119771,-123.1672473,H,,FWA Streams_Line_BC,
327,SUCWOA RIVER,W. Vancouver Is. Winter,Winter,,49.81124166,-126.5096234,H,,FWA Streams_Line_BC,
304,ANDERSON RIVER,W. Vancouver Is. Winter,Winter,,49.84159018,-121.433914,H,,FWA Streams_Line_BC,
326,CONUMA RIVER,W. Vancouver Is. Winter,Winter,,49.85131804,-126.3721245,H,,FWA Streams_Line_BC,
122,LANG CREEK,S. Coast  Winter,Winter,,49.86731091,-124.466424,H,,FWA Streams_Line_BC,
110,SQUAMISH RIVER,S. Coast  Winter,Winter,,49.88231427,-123.2732848,H,,FWA Streams_Line_BC,
262,OYSTER RIVER,E. Vancouver Is. Winter,Winter,,49.88270115,-125.1924669,H,,FWA Streams_Line_BC,
123,SLIAMMON CREEK,S. Coast  Winter,Winter,,49.89962,-124.60282,M,,ArcGIS world geocoding service ,
329,LEINER RIVER,W. Vancouver Is. Summer,Summer,,49.91353851,-126.6312186,H,,FWA Streams_Line_BC,
118,VANCOUVER RIVER,S. Coast  Winter,Winter,,49.92564755,-123.8003365,H,,FWA Streams_Line_BC,
10,NAHATLATCH RIVER,Fraser Canyon  Summer,Interior Summer,,49.94163235,-121.901971,H,,FWA Streams_Line_BC,
331,LITTLE ZEBALLOS RIVER,W. Vancouver Is. Winter,Winter,,49.96899564,-126.8049628,H,,FWA Streams_Line_BC,
330,TAHSIS RIVER,W. Vancouver Is. Winter,Winter,,49.98326158,-126.6400241,H,,FWA Streams_Line_BC,
102,CAMPBELL RIVER,Boundary Bay Winter,Winter,,50.03478097,-125.2745432,H,,FWA Streams_Line_BC,
263,CAMPBELL RIVER,E. Vancouver Is. Winter,Winter,,50.03478097,-125.2745432,H,,FWA Streams_Line_BC,
332,ZEBALLOS RIVER,W. Vancouver Is. Summer,Summer,,50.03920603,-126.8047998,H,,FWA Streams_Line_BC,
121,BRITTAIN RIVER,S. Coast  Winter,Winter,,50.04314199,-124.0664813,H,,FWA Streams_Line_BC,
334,KAOUK RIVER,W. Vancouver Is. Winter,Winter,,50.06588079,-127.0428918,H,,FWA Streams_Line_BC,
124,THEODOSIA RIVER,S. Coast  Winter,Winter,,50.08294,-124.65286,M,,ArcGIS world geocoding service ,
119,DESERTED RIVER,S. Coast  Winter,Winter,,50.09137,-123.74719,M,,ArcGIS world geocoding service ,
265,AMOR DE COSMOS CREEK,E. Vancouver Is. Winter,Winter,,50.09964,-125.3696,M,,ArcGIS world geocoding service ,
341,BATTLE BAY RIVER,W. Vancouver Is. Winter,Winter,,50.11628,"	-127.586410",M,,ArcGIS world geocoding service ,
335,ARTLISH RIVER,W. Vancouver Is. Summer,Summer,,50.11885701,-127.0355486,H,,FWA Streams_Line_BC,
342,NASPARTI RIVER,W. Vancouver Is. Summer,Summer,,50.13289,"	-127.669820",M,,ArcGIS world geocoding service ,
338,MALKSOPE RIVER,W. Vancouver Is. Winter,Winter,,50.14141256,-127.4146669,H,,FWA Streams_Line_BC,
336,TAHSISH RIVER,W. Vancouver Is. Summer,Summer,,50.14212576,-127.109956,H,,FWA Streams_Line_BC,
339,OUOUKINSH RIVER,W. Vancouver Is. Winter,Winter,,50.18994475,-127.4185711,H,,FWA Streams_Line_BC,
21,NICOLA RIVER,Thompson Summer,Interior Summer,,50.19557886,-121.0676044,H,,FWA Streams_Line_BC,
337,KAUWINCH RIVER,W. Vancouver Is. Winter,Winter,,50.20128759,-127.2708877,H,,FWA Streams_Line_BC,
273,KAIPIT CREEK,E. Vancouver Is. Summer,Summer,,50.20529281,-126.7696388,H,,FWA Streams_Line_BC,
158,CLEAR CREEK,S. Coast  Winter,Winter,,50.21635,-125.2196,M,,ArcGIS world geocoding service ,
340,POWER RIVER,W. Vancouver Is. Summer,Summer,,50.21663728,-127.4831097,H,,FWA Streams_Line_BC,
271,NIMPKISH RIVER,E. Vancouver Is. Winter,Winter,,50.21990042,-126.6213734,H,,FWA Streams_Line_BC,
343,EAST CREEK,W. Vancouver Is. Winter,Winter,,50.24467155,-127.7028998,H,,FWA Streams_Line_BC,
120,SKWAWKA RIVER,S. Coast  Winter,Winter,,50.26156943,-124.0313747,H,,FWA Streams_Line_BC,
344,KLASKISH RIVER,W. Vancouver Is. Winter,Winter,,50.26703221,-127.7154008,H,,FWA Streams_Line_BC,
19,BIRKENHEAD RIVER,L. Fraser Winter,Winter,,50.30983004,-122.6370545,H,,FWA Streams_Line_BC,
11,STEIN RIVER,Fraser Canyon  Summer,Interior Summer,,50.3127267,-121.8809286,H,,FWA Streams_Line_BC,
350,CAYEGHLE CREEK,W. Vancouver Is. Winter,Winter,,50.33242803,-127.4346477,H,,FWA Streams_Line_BC,
345,KEITH RIVER,W. Vancouver Is. Winter,Winter,,50.33850877,-127.8648531,H,,FWA Streams_Line_BC,
269,TSITIKA RIVER,E. Vancouver Is. Summer,Summer,,50.37667272,-126.546528,H,,FWA Streams_Line_BC,
268,ADAM RIVER,E. Vancouver Is. Summer,Summer,,50.38151672,-126.161264,H,,FWA Streams_Line_BC,
349,CAYUSE CREEK,W. Vancouver Is. Winter,Winter,,50.38289,-127.46983,M,,ArcGIS world geocoding service ,
128,QUATAM RIVER,S. Coast  Summer,Summer,,50.39049576,-124.8756027,H,,FWA Streams_Line_BC,
347,KEWQUODIE CREEK,W. Vancouver Is. Winter,Winter,,50.40747452,-127.6784693,H,,FWA Streams_Line_BC,
346,MAHATTA CREEK,W. Vancouver Is. Summer,Summer,,50.4370352,-127.8463616,H,,FWA Streams_Line_BC,
272,KILPALA RIVER,E. Vancouver Is. Summer,Summer,,50.43798676,-127.0384879,H,,FWA Streams_Line_BC,
348,KLOOTCHLIMMIS CREEK,W. Vancouver Is. Winter,Winter,,50.44092259,-127.6581391,H,,FWA Streams_Line_BC,
126,LITTLE TOBA RIVER,S. Coast  Winter,Winter,,50.44180878,-124.1324231,H,,FWA Streams_Line_BC,
270,KOKISH RIVER,E. Vancouver Is. Summer,Summer,,50.44913281,-126.7829215,H,,FWA Streams_Line_BC,
127,BREM RIVER,S. Coast  Summer,Summer,,50.45314391,-124.6811624,H,,FWA Streams_Line_BC,
355,KOPRINO RIVER,W. Vancouver Is. Winter,Winter,,50.51247735,-127.8474659,H,,FWA Streams_Line_BC,
351,MARBLE RIVER,W. Vancouver Is. Summer,Summer,,50.53496138,-127.4697534,H,,FWA Streams_Line_BC,
125,TOBA RIVER,S. Coast  Winter,Winter,,50.53876165,-124.1674075,H,,FWA Streams_Line_BC,
18,LILLOOET RIVER,L. Fraser Winter,Winter,,50.54353027,-123.1429927,H,,FWA Streams_Line_BC,
137,HEYDON CREEK,S. Coast  Winter,Winter,,50.55658361,-125.6327726,H,,FWA Streams_Line_BC,
352,WAUKWAAS CREEK,W. Vancouver Is. Winter,Winter,,50.58111757,-127.3895989,H,,FWA Streams_Line_BC,
274,CLUXEWE RIVER,E. Vancouver Is. Winter,Winter,,50.58338417,-127.1502756,H,,FWA Streams_Line_BC,
356,MACJACK RIVER,W. Vancouver Is. Winter,Winter,,50.58622936,-128.2102028,H,,FWA Streams_Line_BC,
139,FULMORE RIVER,S. Coast  Winter,Winter,,50.5875915,-126.0269644,H,,FWA Streams_Line_BC,
353,WANOKANA CREEK,W. Vancouver Is. Winter,Winter,,50.60909211,-127.7145083,H,,FWA Streams_Line_BC,
134,PHILLIPS RIVER,S. Coast  Summer,Summer,,50.61735009,-125.3002264,H,,FWA Streams_Line_BC,
354,GOODSPEED RIVER,W. Vancouver Is. Winter,Winter,,50.6644914,-128.0555232,H,,FWA Streams_Line_BC,
161,GILFORD CREEK,S. Coast  Winter,Winter,,50.66632,-126.38634,M,,ArcGIS world geocoding service ,
12,SETON RIVER,Mid Fraser  Summer,Interior Summer,,50.67081909,-121.9533358,H,,FWA Streams_Line_BC,
275,KEOGH RIVER,E. Vancouver Is. Winter,Winter,,50.67593152,-127.3500607,H,,FWA Streams_Line_BC,
357,SAN JOSEF RIVER,W. Vancouver Is. Winter,Winter,,50.67768397,-128.2306219,H,,FWA Streams_Line_BC,
141,BLIND CREEK,S. Coast  Winter,Winter,,50.683709,-125.6467329,H,,FWA Streams_Line_BC,
129,ORFORD RIVER,S. Coast  Winter,Winter,,50.68531729,-124.7544811,H,,FWA Streams_Line_BC,
276,QUATSE RIVER,E. Vancouver Is. Winter,Winter,,50.6909002,-127.4842123,H,,FWA Streams_Line_BC,
358,FISHERMAN RIVER,W. Vancouver Is. Winter,Winter,,50.71974415,-128.1882912,H,,FWA Streams_Line_BC,
23,DEADMAN RIVER,Thompson Summer,Interior Summer,,50.74417,-120.92066,M,,ArcGIS world geocoding service ,
20,THOMPSON RIVER,Thompson Summer,Interior Summer,,50.7541777,-121.1991427,H,,FWA Streams_Line_BC,
135,APPLE RIVER,S. Coast  Winter,Winter,,50.76464671,-125.2936017,H,,FWA Streams_Line_BC,
160,VINER CREEK,S. Coast  Winter,Winter,,50.78505378,-126.3976544,L,"Associated to Viner South
Alternate Viner Creek (59.63286, -125.66986); ArcGIS world geocoding service ","Google Search
",
136,STAFFORD RIVER,S. Coast  Winter,Winter,,50.79985757,-125.4319268,H,,FWA Streams_Line_BC,
146,KWALATE CREEK,S. Coast  Summer,Summer,,50.80020763,-125.7017546,H,,FWA Streams_Line_BC,
277,SHUSHARTIE RIVER,E. Vancouver Is. Winter,Winter,,50.82258413,-127.8421491,H,,FWA Streams_Line_BC,
13,BRIDGE RIVER,Mid Fraser  Summer,Interior Summer,,50.82670599,-123.2177592,H,,FWA Streams_Line_BC,
147,KAKWEIKEN RIVER,S. Coast  Summer,Summer,,50.82776298,-125.9900534,H,,FWA Streams_Line_BC,
278,NAHWITTI RIVER,E. Vancouver Is. Winter,Winter,,50.83207152,-127.9657266,H,,FWA Streams_Line_BC,
130,SOUTHGATE RIVER,S. Coast  Winter,Winter,,50.85661207,-124.470572,H,,FWA Streams_Line_BC,
145,AHNUHATI RIVER,S. Coast  Winter,Winter,,50.94854565,-125.7197355,H,,FWA Streams_Line_BC,
131,TEAQUAHAN RIVER,S. Coast  Winter,Winter,,50.95590531,-124.7988499,H,,FWA Streams_Line_BC,
153,HAUSKIN CREEK,S. Coast  Winter,Winter,,50.966667, -126.816673,L,associated with Hauskin Lake,"Google Search
",
150,ATLATZI RIVER,S. Coast  Summer,Summer,,51.04442674,-126.1042678,H,,FWA Streams_Line_BC,
144,SIM RIVER,S. Coast  Winter,Winter,,51.05549103,-125.6835451,H,,FWA Streams_Line_BC,
142,FRANKLIN RIVER,S. Coast  Winter,Winter,,51.09244288,-125.5518459,H,,FWA Streams_Line_BC,
296,FRANKLIN RIVER,W. Vancouver Is. Winter,Winter,,51.09244288,-125.5518459,H,,FWA Streams_Line_BC,
143,KLINAKLINI RIVER,S. Coast  Winter,Winter,,51.09932473,-125.6209488,H,,FWA Streams_Line_BC,
151,WAKEMAN RIVER,S. Coast  Winter,Winter,,51.10035806,-126.4846552,H,,FWA Streams_Line_BC,
132,HOMATHKO RIVER,S. Coast  Winter,Winter,,51.1029114,-125.0117225,H,,FWA Streams_Line_BC,
155,RAINBOW CREEK,S. Coast  Winter,Winter,,51.18626055,-124.0015222,H,,FWA Streams_Line_BC,
149,KINGCOME RIVER,S. Coast  Winter,Winter,,51.20884073,-126.2090926,H,,FWA Streams_Line_BC,
162,TAKUSH RIVER,Cent. Coast Winter,Winter,,51.22250173,-127.5549759,H,,FWA Streams_Line_BC,
156,WAUMP CREEK,S. Coast  Winter,Winter,,51.23602024,-126.8844997,H,,FWA Streams_Line_BC,
106,SEYMOUR RIVER,S. Coast  Summer,Summer,,51.24384935,-118.9558305,H,,FWA Streams_Line_BC,
154,SEYMOUR RIVER,S. Coast  Winter,Winter,,51.24384935,-118.9558305,H,,FWA Streams_Line_BC,
22,BONAPARTE RIVER,Thompson Summer,Interior Summer,,51.26940368,-120.9046824,H,,FWA Streams_Line_BC,
163,SMOKEHOUSE CREEK,Cent. Coast Winter,Winter,,51.33256846,-126.99606,H,,FWA Streams_Line_BC,
165,LOCKHART GORDON CREEK,Cent. Coast Winter,Winter,,51.40938762,-127.2433564,H,,FWA Streams_Line_BC,
164,NEKITE RIVER,Cent. Coast Winter,Winter,,51.41088588,-127.1001094,H,,FWA Streams_Line_BC,
25,TASEKO RIVER,Mid Fraser  Summer,Interior Summer,,51.42001267,-123.6597313,H,,FWA Streams_Line_BC,
166,JOHNSTON CREEK,Cent. Coast Winter,Winter,,51.48295,-127.53652,M,,ArcGIS world geocoding service ,
253,ENGLISHMAN RIVER,E. Vancouver Is. Winter,Winter,,51.64913797,-118.5079928,H,,FWA Streams_Line_BC,
247,GOLDSTREAM RIVER,E. Vancouver Is. Winter,Winter,,51.64913797,-118.5079928,H,,FWA Streams_Line_BC,
167,WANNOCK RIVER,Cent. Coast Winter,Winter,,51.67637396,-127.1972052,H,,FWA Streams_Line_BC,
173,ELIZABETH LAKE CREEK,Cent. Coast Winter,Winter,,51.71635,-127.78657,L,Lake not creek associated with it.,ArcGIS world geocoding service ,
172,MACNAIR CREEK,Cent. Coast Winter,Winter,,51.73275412,-127.5524313,H,,FWA Streams_Line_BC,
169,CHUCKWALLA RIVER,Cent. Coast Winter,Winter,,51.75713184,-127.2479279,H,,FWA Streams_Line_BC,
174,KOEYE RIVER,Cent. Coast Winter,Winter,,51.77734578,-127.8463183,H,,FWA Streams_Line_BC,
171,MILTON RIVER,Cent. Coast Winter,Winter,,51.84933809,-127.461283,H,,FWA Streams_Line_BC,
175,NAMU RIVER,Cent. Coast Winter,Winter,,51.84965,-127.86998,M,,ArcGIS world geocoding service ,
168,KILBELLA RIVER,Cent. Coast Winter,Winter,,51.8588349,-127.2623088,H,,FWA Streams_Line_BC,
176,NOOTUM RIVER,Cent. Coast Winter,Winter,,51.88478827,-127.6682978,H,,FWA Streams_Line_BC,
24,CHILCOTIN RIVER,Mid Fraser  Summer,Interior Summer,,51.89187076,-122.9310772,H,,FWA Streams_Line_BC,
178,ASSEEK RIVER,Cent. Coast Winter,Winter,,51.96638,-126.68649,M,,ArcGIS world geocoding service ,
226,KISAMEET RIVER,N. Coast Winter,Winter,,51.96854723,-127.8657944,M,associated with lake not creek,Google Maps,
179,TALEOMEY RIVER,Cent. Coast Winter,Winter,,51.99737138,-126.395705,H,,FWA Streams_Line_BC,
170,CLYAK RIVER,Cent. Coast Winter,Winter,,52.00203565,-127.239818,H,,FWA Streams_Line_BC,
177,KWATNA RIVER,Cent. Coast Winter,Winter,,52.10069865,-127.3363868,H,,FWA Streams_Line_BC,
180,NOEICK RIVER,Cent. Coast Winter,Winter,,52.17305019,-126.3695339,H,,FWA Streams_Line_BC,
187,TANKEEAH RIVER,N. Coast Winter,Winter,,52.29963,-128.27001,M,,ArcGIS world geocoding service ,
182,NOOSESECK RIVER,Cent. Coast Winter,Winter,,52.41539711,-126.9826493,H,,FWA Streams_Line_BC,
181,BELLA COOLA RIVER,Transition Summer,Summer,,52.42317066,-126.4367711,H,,FWA Streams_Line_BC,
63,Chambers,Nass Winter,Winter,,52.53316,-121.93609,M,,ArcGIS world geocoding service ,
228,KWAKWA CREEK,N. Coast Winter,Winter,,52.55310963,-128.6377797,H,,FWA Streams_Line_BC,
185,SKOWQUILTZ RIVER,Cent. Coast Winter,Winter,,52.65234899,-127.3011103,H,,FWA Streams_Line_BC,
385,WINDY BAY CREEK,Queen Charlotte Is. Winter,Winter,,52.69957,-131.46999,M,,ArcGIS world geocoding service ,
188,KAINET CREEK,N. Coast Winter,Winter,,52.75630687,-127.8765613,H,,FWA Streams_Line_BC,
183,DEAN RIVER,Transition Summer,Summer,,52.76859543,-126.5858057,H,,FWA Streams_Line_BC,
26,QUESNEL RIVER,Mid Fraser  Summer,Interior Summer,,52.90826567,-122.2880817,H,,FWA Streams_Line_BC,
184,KIMSQUIT RIVER,Cent. Coast Winter,Winter,,52.91554919,-127.1259283,H,,FWA Streams_Line_BC,
190,GREEN INLET CREEK,N. Coast Winter,Winter,,52.91631,-128.43667,M,,ArcGIS world geocoding service ,
384,SKEDANS CREEK,Queen Charlotte Is. Winter,Winter,,52.94649412,-131.6423202,H,,FWA Streams_Line_BC,
189,MUSSEL RIVER,N. Coast Winter,Winter,,52.98419163,-128.1032757,H,,FWA Streams_Line_BC,
382,BOOMCHAIN BAY CREEK,Queen Charlotte Is. Winter,Winter,,53.03277,-79.38736,M,,ArcGIS world geocoding service ,
231,CANOONA RIVER,N. Coast Summer,Summer,,53.06011638,-128.6936315,H,,FWA Streams_Line_BC,
381,PALLANT CREEK,Queen Charlotte Is. Winter,Winter,,53.06397742,-132.0711198,H,,FWA Streams_Line_BC,
191,KHUTZE RIVER,N. Coast Winter,Winter,,53.08305235,-128.3650353,H,,FWA Streams_Line_BC,
